gcl_sequence_id	pire_sequence_id	extraction_id	correction_applied	correction_id	correction_details	correction_date
SdC1109606HWGSU	sde-ctlk_096-Ex1-6H-WGS-1-Untreated	Sde-CTlk_096-Ex1	FALSE			
SdC1109705FWGSU	sde-ctlk_097-Ex1-5F-WGS-1-Untreated	Sde-CTlk_097-Ex1	FALSE			
SdC1109809CWGSU	sde-ctlk_098-Ex1-9C-WGS-1-Untreated	Sde-CTlk_098-Ex1	FALSE			
SdC1112009HWGSU	sde-cmat_120-Ex1-9H-WGS-1-Untreated	Sde-CMat_120-Ex1	FALSE			
SdC1114211BWGSU	sde-cmat_142-Ex1-11B-WGS-1-Untreated	Sde-CMat_142-Ex1	FALSE			
SdC1114706AWGSU	sde-cmat_147-Ex1-6A-WGS-1-Untreated	Sde-CMat_147-Ex1	FALSE			
SdC1114803DWGSU	sde-cmat_148-Ex1-3D-WGS-1-Untreated	Sde-CMat_148-Ex1	FALSE			
SdC1114908FWGSU	sde-cmat_149-Ex1-8F-WGS-1-Untreated	Sde-CMat_149-Ex1	FALSE			
SdC1115011HWGSU	sde-cmat_150-Ex1-11H-WGS-1-Untreated	Sde-CMat_150-Ex1	FALSE			
SdC1115104DWGSU	sde-cmat_151-Ex1-4D-WGS-1-Untreated	Sde-CMat_151-Ex1	FALSE			
SdC1115310FWGSU	sde-cmat_153-Ex1-10F-WGS-1-Untreated	Sde-CMat_153-Ex1	FALSE			
SdC1115509FWGSU	sde-cmat_155-Ex1-9F-WGS-1-Untreated	Sde-CMat_155-Ex1	FALSE			
SdC1115603HWGSU	sde-cmat_156-Ex1-3H-WGS-1-Untreated	Sde-CMat_156-Ex1	FALSE			
SdC1115707EWGSU	sde-cmat_157-Ex1-7E-WGS-1-Untreated	Sde-CMat_157-Ex1	FALSE			
SdC1115904BWGSU	sde-cmat_159-Ex1-4B-WGS-1-Untreated	Sde-CMat_159-Ex1	FALSE			
SdC1116009BWGSU	sde-cmat_160-Ex1-9B-WGS-1-Untreated	Sde-CMat_160-Ex1	FALSE			
SdC1116104FWGSU	sde-cmat_161-Ex1-4F-WGS-1-Untreated	Sde-CMat_161-Ex1	FALSE			
SdC1116609DWGSU	sde-cmat_166-Ex1-9D-WGS-1-Untreated	Sde-CMat_166-Ex1	FALSE			
SdC1116806EWGSU	sde-cmat_168-Ex1-6E-WGS-1-Untreated	Sde-CMat_168-Ex1	FALSE			
SdC1116910HWGSU	sde-cmat_169-Ex1-10H-WGS-1-Untreated	Sde-CMat_169-Ex1	FALSE			
SdC1117010DWGSU	sde-cmat_170-Ex1-10D-WGS-1-Untreated	Sde-CMat_170-Ex1	FALSE			
SdC1117107AWGSU	sde-cmat_171-Ex1-7A-WGS-1-Untreated	Sde-CMat_171-Ex1	FALSE			
SdC1117207CWGSU	sde-cmat_172-Ex1-7C-WGS-1-Untreated	Sde-CMat_172-Ex1	FALSE			
SdC1117308HWGSU	sde-cmat_173-Ex1-8H-WGS-1-Untreated	Sde-CMat_173-Ex1	FALSE			
SdC1117402HWGSU	sde-cmat_174-Ex1-2H-WGS-1-Untreated	Sde-CMat_174-Ex1	FALSE			
SdC1117505CWGSU	sde-cmat_175-Ex1-5C-WGS-1-Untreated	Sde-CMat_175-Ex1	FALSE			
SdC1117702DWGSU	sde-cmat_177-Ex1-2D-WGS-1-Untreated	Sde-CMat_177-Ex1	FALSE			
SdC1117805BWGSU	sde-cmat_178-Ex1-5B-WGS-1-Untreated	Sde-CMat_178-Ex1	FALSE			
SdC1117912HWGSU	sde-cmat_179-Ex1-12H-WGS-1-Untreated	Sde-CMat_179-Ex1	FALSE			
SdC1118005EWGSU	sde-cmat_180-Ex1-5E-WGS-1-Untreated	Sde-CMat_180-Ex1	FALSE			
SdC1118111FWGSU	sde-cmat_181-Ex1-11F-WGS-1-Untreated	Sde-CMat_181-Ex1	FALSE			
SdC1118206CWGSU	sde-cmat_182-Ex1-6C-WGS-1-Untreated	Sde-CMat_182-Ex1	FALSE			
SdC1118412BWGSU	sde-cmat_184-Ex1-12B-WGS-1-Untreated	Sde-CMat_184-Ex1	FALSE			
SdC1118508DWGSU	sde-cmat_185-Ex1-8D-WGS-1-Untreated	Sde-CMat_185-Ex1	FALSE			
SdC1118610BWGSU	sde-cmat_186-Ex1-10B-WGS-1-Untreated	Sde-CMat_186-Ex1	FALSE			
SdC1118703BWGSU	sde-cmat_187-Ex1-3B-WGS-1-Untreated	Sde-CMat_187-Ex1	FALSE			
SdC1119005GWGSU	sde-cmat_190-Ex1-5G-WGS-1-Untreated	Sde-CMat_190-Ex1	FALSE			
SdC1119106GWGSU	sde-cmat_191-Ex1-6G-WGS-1-Untreated	Sde-CMat_191-Ex1	FALSE			
SdC1119211DWGSU	sde-cmat_192-Ex1-11D-WGS-1-Untreated	Sde-CMat_192-Ex1	FALSE			
SdC1119302FWGSU	sde-cmat_193-Ex1-2F-WGS-1-Untreated	Sde-CMat_193-Ex1	FALSE			
SdC1119412FWGSU	sde-cmat_194-Ex1-12F-WGS-1-Untreated	Sde-CMat_194-Ex1	FALSE			
SdC1119501HWGSU	sde-cmat_195-Ex1-1H-WGS-1-Untreated	Sde-CMat_195-Ex1	FALSE			
SdC1119612DWGSU	sde-cmat_196-Ex1-12D-WGS-1-Untreated	Sde-CMat_196-Ex1	FALSE			
SdC1119703FWGSU	sde-cmat_197-Ex1-3F-WGS-1-Untreated	Sde-CMat_197-Ex1	FALSE			
SdC1119807GWGSU	sde-cmat_198-Ex1-7G-WGS-1-Untreated	Sde-CMat_198-Ex1	FALSE			
SdC1119904HWGSU	sde-cmat_199-Ex1-4H-WGS-1-Untreated	Sde-CMat_199-Ex1	FALSE			
SdC1120002BWGSU	sde-cmat_200-Ex1-2B-WGS-1-Untreated	Sde-CMat_200-Ex1	FALSE			
SdC1120108AWGSU	sde-cmat_201-Ex1-8A-WGS-1-Untreated	Sde-CMat_201-Ex1	FALSE			
