extraction_id	file_prefix	hpc_path	hpc_name	sequencing_type	duplicated_sequence_pair	file_forward	file_reverse
Adu-ASub_043-Ex1	Adu-ASub_043-Ex1-6C-lcwgs-1-3	/archive/carpenterlab/pire/pire_atherinomorus_duodecimalis_lcwgs/3rd_sequencing_run/fq_raw	wahab	lcwgs	NA	Adu-ASub_043-Ex1-6C-lcwgs-1-3.1.fq.gz	Adu-ASub_043-Ex1-6C-lcwgs-1-3.2.fq.gz
Tzo-CMvi_063-Ex1	Tzo-CMvi_063-Ex1_L4	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/fq_raw_cssl	wahab	cssl	NA	Tzo-CMvi_063-Ex1_L4_1.fq.gz	Tzo-CMvi_063-Ex1_L4_2.fq.gz
Sgr-AMvi_006-Ex1	Sgr-AMvi_006-Ex1-6A-lwgs-2-1	/archive/carpenterlab/pire/pire_spratelloides_gracilis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sgr-AMvi_006-Ex1-6A-lwgs-2-1.1.fq.gz	Sgr-AMvi_006-Ex1-6A-lwgs-2-1.2.fq.gz
Tzo-CMal_004-Ex1	Tzo_CMal_004_Ex1_4A_lcwgs_1_2_L6	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMal	wahab	lcwgs	NA	Tzo_CMal_004_Ex1_4A_lcwgs_1_2_L6-1.fq.gz	Tzo_CMal_004_Ex1_4A_lcwgs_1_2_L6-2.fq.gz
Tzo-AMta_012-Ex1	Tzo_AMta_012_Ex1_6G_lcwgs_1_2_L3	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/AMta	wahab	lcwgs	NA	Tzo_AMta_012_Ex1_6G_lcwgs_1_2_L3-1.fq.gz	Tzo_AMta_012_Ex1_6G_lcwgs_1_2_L3-2.fq.gz
Tzo-ABol_044-Ex1	Tzo_ABol_044_Ex1_8D_lcwgs_1_2_L4	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/ABol	wahab	lcwgs	NA	Tzo_ABol_044_Ex1_8D_lcwgs_1_2_L4-1.fq.gz	Tzo_ABol_044_Ex1_8D_lcwgs_1_2_L4-2.fq.gz
Tzo-AMvi_014-Ex1	Tzo_AMvi_014_Ex1_1C_lcwgs_2_2_L8	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/AMvi	wahab	lcwgs	NA	Tzo_AMvi_014_Ex1_1C_lcwgs_2_2_L8-1.fq.gz	Tzo_AMvi_014_Ex1_1C_lcwgs_2_2_L8-2.fq.gz
Sin-CPnd_028-Ex1	Sin-CPnd_028-Ex1-12H-lcwgs-1-1	/archive/carpenterlab/pire/pire_stethojulis_interrupta_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sin-CPnd_028-Ex1-12H-lcwgs-1-1.1.fq.gz	Sin-CPnd_028-Ex1-12H-lcwgs-1-1.2.fq.gz
Lva-CPnd_015-Ex1	Lva-CPnd_015-Ex1-3B-lcwgs-2-3	/archive/carpenterlab/pire/pire_lethrinus_variegatus_lcwgs/3rd_sequencing_run/fq_raw	wahab	lcwgs	NA	Lva-CPnd_015-Ex1-3B-lcwgs-2-3.1.fq.gz	Lva-CPnd_015-Ex1-3B-lcwgs-2-3.2.fq.gz
Goy-CPnd_091-Ex1	Goy-CPnd_091-Ex1-4G-lcwgs-1-T	/archive/carpenterlab/pire/pire_gerres_oyena_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Goy-CPnd_091-Ex1-4G-lcwgs-1-T.1.fq.gz	Goy-CPnd_091-Ex1-4G-lcwgs-1-T.2.fq.gz
Sor-ACeb_003-Ex1	Sor-ACeb_003-Ex1-10E-lcwgs-1-2-L2	/archive/carpenterlab/pire/pire_sphaeramia_orbicularis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Sor-ACeb_003-Ex1-10E-lcwgs-1-2-L2-1.fq.gz	Sor-ACeb_003-Ex1-10E-lcwgs-1-2-L2-2.fq.gz
Tzo-AMta_030-Ex1	Tzo_AMta_030_Ex1_9A_lcwgs_1_2_L7	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/AMta	wahab	lcwgs	NA	Tzo_AMta_030_Ex1_9A_lcwgs_1_2_L7-1.fq.gz	Tzo_AMta_030_Ex1_9A_lcwgs_1_2_L7-2.fq.gz
Tzo-CMta_001-Ex1	Tzo_CMta_001_Ex1_9A_lcwgs_1_2_L3	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMta	wahab	lcwgs	NA	Tzo_CMta_001_Ex1_9A_lcwgs_1_2_L3-1.fq.gz	Tzo_CMta_001_Ex1_9A_lcwgs_1_2_L3-2.fq.gz
Pba-CVer_076-Ex1	Pba-CVer_076-Ex1-3A-lcwgs_L7	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CVer_076-Ex1-3A-lcwgs_L7_1.fq.gz	Pba-CVer_076-Ex1-3A-lcwgs_L7_2.fq.gz
Adu-AGui_006-Ex1	Adu-AGui_006-Ex1-6A-lcwgs-1-1	/archive/carpenterlab/pire/pire_atherinomorus_duodecimalis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Adu-AGui_006-Ex1-6A-lcwgs-1-1.1.fq.gz	Adu-AGui_006-Ex1-6A-lcwgs-1-1.2.fq.gz
Cha-APnd_027-Ex1	Cha-APnd_027-Ex1-4C-lcwgs-1-2-L4	/archive/carpenterlab/pire/pire_corythoichthys_haematopterus_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Cha-APnd_027-Ex1-4C-lcwgs-1-2-L4-1.fq.gz	Cha-APnd_027-Ex1-4C-lcwgs-1-2-L4-2.fq.gz
Sde-CVal_025-Ex1	Sde-CVal_025-Ex1-cssl	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run/fq_raw	wahab	cssl	NA	Sde-CVal_025-Ex1-cssl.1.fq.gz	Sde-CVal_025-Ex1-cssl.2.fq.gz
Sde-CHam_037-Ex1	Sde-CHam_037-Ex1-6H-cssl-1-2-L5	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/5th_sequencing_run/fq_raw	wahab	cssl	NA	Sde-CHam_037-Ex1-6H-cssl-1-2-L5_1.fq.gz	Sde-CHam_037-Ex1-6H-cssl-1-2-L5_2.fq.gz
Cha-APnd_033-Ex1	Cha-APnd_033-Ex1-5A-lcwgs-1-2-L4	/archive/carpenterlab/pire/pire_corythoichthys_haematopterus_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Cha-APnd_033-Ex1-5A-lcwgs-1-2-L4-1.fq.gz	Cha-APnd_033-Ex1-5A-lcwgs-1-2-L4-2.fq.gz
Pba-APal_004-Ex1	Pba-APal_004-Ex1-7H-lcwgs_L6	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-APal_004-Ex1-7H-lcwgs_L6_1.fq.gz	Pba-APal_004-Ex1-7H-lcwgs_L6_2.fq.gz
Hte-ATic_092-Ex1	Hte-ATic_092-Ex1-7E-lcwgs-1-T	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.97	Hte-ATic_092-Ex1-7E-lcwgs-1-T.1.fq.gz	Hte-ATic_092-Ex1-7E-lcwgs-1-T.2.fq.gz
Hte-ATic_092-Ex1	Hte-ATic_092-Ex1-7E-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.97	Hte-ATic_092-Ex1-7E-lcwgs-1-T.1.fq.gz	Hte-ATic_092-Ex1-7E-lcwgs-1-T.2.fq.gz
Hte-AMvi_060-Ex1	Hte-AMvi_060-Ex1-4C-lcwgs-1-2	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Hte-AMvi_060-Ex1-4C-lcwgs-1-2.1.fq.gz	Hte-AMvi_060-Ex1-4C-lcwgs-1-2.2.fq.gz
Sfa-CBas_016-Ex1	Sfa-CBas_016-Ex1-cssl	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/fq_raw	wahab	cssl	NA	Sfa-CBas_016-Ex1-cssl.1.fq.gz	Sfa-CBas_016-Ex1-cssl.2.fq.gz
Och-ACat_033-Ex1	OcA0103309C_CKDL230029730-1A_HJLFCCCX2_L3	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.100	OcA0103309C_CKDL230029730-1A_HJLFCCCX2_L3_1.fq.gz	OcA0103309C_CKDL230029730-1A_HJLFCCCX2_L3_2.fq.gz
Och-ACat_033-Ex1	Och-ACat_033-Ex1-9C-lcwgs-2-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	file_pair.100	Och-ACat_033-Ex1-9C-lcwgs-2-1.1.fq.gz	Och-ACat_033-Ex1-9C-lcwgs-2-1.2.fq.gz
Tzo-CMvi_012-Ex1	Tzo_CMvi_012_Ex1_1G_lcwgs_1_1.clmp.fp2_repr	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMvi	wahab	lcwgs	NA	Tzo_CMvi_012_Ex1_1G_lcwgs_1_1.clmp.fp2_repr-1.fq.gz	Tzo_CMvi_012_Ex1_1G_lcwgs_1_1.clmp.fp2_repr-2.fq.gz
Sde-AGui_016-Ex1	Sde-AGui_016-Ex1-cssl	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run/fq_raw	wahab	cssl	NA	Sde-AGui_016-Ex1-cssl.1.fq.gz	Sde-AGui_016-Ex1-cssl.2.fq.gz
Pba-CMas_015-Ex1	Pba-CMas_015-Ex1-6G-lcwgs_L1	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CMas_015-Ex1-6G-lcwgs_L1_1.fq.gz	Pba-CMas_015-Ex1-6G-lcwgs_L1_2.fq.gz
Adu-CTaw_042-Ex1	Adu-CTaw_042-Ex1-9A-lcwgs-1-1	/archive/carpenterlab/pire/pire_atherinomorus_duodecimalis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Adu-CTaw_042-Ex1-9A-lcwgs-1-1.1.fq.gz	Adu-CTaw_042-Ex1-9A-lcwgs-1-1.2.fq.gz
Goy-CPnd_072-Ex1	Goy-CPnd_072-Ex1-4D-lcwgs-1-2	/archive/carpenterlab/pire/pire_gerres_oyena_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Goy-CPnd_072-Ex1-4D-lcwgs-1-2.1.fq.gz	Goy-CPnd_072-Ex1-4D-lcwgs-1-2.2.fq.gz
Tzo-CMal_017-Ex1	Tzo_CMal_017_Ex1_5F_lcwgs_1_2_L5	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMal	wahab	lcwgs	NA	Tzo_CMal_017_Ex1_5F_lcwgs_1_2_L5-1.fq.gz	Tzo_CMal_017_Ex1_5F_lcwgs_1_2_L5-2.fq.gz
Cvi-APal_001-Ex1	Cvi-APal_001-Ex1-1A-lcwgs-1-2	/archive/carpenterlab/pire/pire_chromis_viridis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	file_pair.108	Cvi-APal_001-Ex1-1A-lcwgs-1-2.1.fq.gz	Cvi-APal_001-Ex1-1A-lcwgs-1-2.2.fq.gz
Cvi-APal_001-Ex1	Cvi-APal_001-Ex1-1A-lcwgs-1-2	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/chromis_viridis/2nd_sequencing_run/fq_raw	wahab	lcwgs	file_pair.108	Cvi-APal_001-Ex1-1A-lcwgs-1-2.1.fq.gz	Cvi-APal_001-Ex1-1A-lcwgs-1-2.2.fq.gz
Sor-CPnd_036-Ex1	Sor-CPnd_036-Ex1-5C-lcwgs-1-T	/archive/carpenterlab/pire/pire_sphaeramia_orbicularis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.109	Sor-CPnd_036-Ex1-5C-lcwgs-1-T.1.fq.gz	Sor-CPnd_036-Ex1-5C-lcwgs-1-T.2.fq.gz
Sor-CPnd_036-Ex1	Sor-CPnd_036-Ex1-5C-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_orbicularis/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.109	Sor-CPnd_036-Ex1-5C-lcwgs-1-T.1.fq.gz	Sor-CPnd_036-Ex1-5C-lcwgs-1-T.2.fq.gz
Pba-CTat_093-Ex1	Pba-CTat_093-Ex1-7H-lcwgs_L5	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CTat_093-Ex1-7H-lcwgs_L5_1.fq.gz	Pba-CTat_093-Ex1-7H-lcwgs_L5_2.fq.gz
Hte-ATic_038-Ex1	Hte-ATic_038-Ex1-cssl	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/hypoatherina_temminckii/fq_raw	wahab	cssl	NA	Hte-ATic_038-Ex1-cssl.1.fq.gz	Hte-ATic_038-Ex1-cssl.2.fq.gz
Lva-CPnd_027-Ex1	Lva-CPnd_027-Ex1-3C-lcwgs-2-3	/archive/carpenterlab/pire/pire_lethrinus_variegatus_lcwgs/3rd_sequencing_run/fq_raw	wahab	lcwgs	NA	Lva-CPnd_027-Ex1-3C-lcwgs-2-3.1.fq.gz	Lva-CPnd_027-Ex1-3C-lcwgs-2-3.2.fq.gz
Pba-ABur_053-Ex1	Pba-ABur_053-Ex1-4E-lcwgs_L8	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-ABur_053-Ex1-4E-lcwgs_L8_1.fq.gz	Pba-ABur_053-Ex1-4E-lcwgs_L8_2.fq.gz
Tzo-CMal_025-Ex1	Tzo_CMal_025_Ex1_6F_lcwgs_1_2_L5	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMal	wahab	lcwgs	NA	Tzo_CMal_025_Ex1_6F_lcwgs_1_2_L5-1.fq.gz	Tzo_CMal_025_Ex1_6F_lcwgs_1_2_L5-2.fq.gz
Adu-CHam_078-Ex1	Adu-CHam_078-Ex1-4B-lcwgs-1-1	/archive/carpenterlab/pire/pire_atherinomorus_duodecimalis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Adu-CHam_078-Ex1-4B-lcwgs-1-1.1.fq.gz	Adu-CHam_078-Ex1-4B-lcwgs-1-1.2.fq.gz
Gmi-AHam_053-Ex1	Gmi-AHam_053-Ex1-cssl	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture	wahab	cssl	NA	Gmi-AHam_053-Ex1-cssl.1.fq.gz	Gmi-AHam_053-Ex1-cssl.2.fq.gz
Sne-CRom_004-Ex1	Sne-CRom_004_Ex1-6G-lcwgs-1-4	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/4th_sequencing_run/fq_raw	wahab	lcwgs	NA	Sne-CRom_004_Ex1-6G-lcwgs-1-4.1.fq.gz	Sne-CRom_004_Ex1-6G-lcwgs-1-4.2.fq.gz
Pli-CMvi_059-Ex1	Pli-CMvi_059-Ex1-7H-lcwgs-1-3-L4	/archive/carpenterlab/pire/pire_plotosus_lineatus_lcwgs/3rd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pli-CMvi_059-Ex1-7H-lcwgs-1-3-L4-1.fq.gz	Pli-CMvi_059-Ex1-7H-lcwgs-1-3-L4-2.fq.gz
Hte-CJol_033-Ex1	Hte-CJol_033-Ex1-6F-lcwgs-1-T	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.119	Hte-CJol_033-Ex1-6F-lcwgs-1-T.1.fq.gz	Hte-CJol_033-Ex1-6F-lcwgs-1-T.2.fq.gz
Hte-CJol_033-Ex1	Hte-CJol_033-Ex1-6F-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.119	Hte-CJol_033-Ex1-6F-lcwgs-1-T.1.fq.gz	Hte-CJol_033-Ex1-6F-lcwgs-1-T.2.fq.gz
Och-ATum_002-Ex1	Och-ATum_002-Ex1-7D-lcwgs-2-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw	wahab	lcwgs	NA	Och-ATum_002-Ex1-7D-lcwgs-2-2.1.fq.gz	Och-ATum_002-Ex1-7D-lcwgs-2-2.2.fq.gz
Lva-APnd_004-Ex1	Lva-APnd_004-Ex1-9G-lcwgs-1-3	/archive/carpenterlab/pire/pire_lethrinus_variegatus_lcwgs/3rd_sequencing_run/fq_raw	wahab	lcwgs	NA	Lva-APnd_004-Ex1-9G-lcwgs-1-3.1.fq.gz	Lva-APnd_004-Ex1-9G-lcwgs-1-3.2.fq.gz
Pba-ABir_013-Ex1	Pba-ABir_013-Ex1-5H-lcwgs_L3	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-ABir_013-Ex1-5H-lcwgs_L3_1.fq.gz	Pba-ABir_013-Ex1-5H-lcwgs_L3_2.fq.gz
Och-CCat_009-Ex1	Och-CCat_009-Ex1-2A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw	wahab	lcwgs	NA	Och-CCat_009-Ex1-2A-lcwgs-1-2.1.fq.gz	Och-CCat_009-Ex1-2A-lcwgs-1-2.2.fq.gz
Adu-CTag_085-Ex1	Adu-CTag_085-Ex1-12D-lcwgs-1-2	/archive/carpenterlab/pire/pire_atherinomorus_duodecimalis_lcwgs/4th_sequencing_run/fq_raw	wahab	lcwgs	NA	Adu-CTag_085-Ex1-12D-lcwgs-1-2.1.fq.gz	Adu-CTag_085-Ex1-12D-lcwgs-1-2.2.fq.gz
Cha-APnd_029-Ex1	Cha-APnd_029-Ex1-4E-lcwgs-1-1	/archive/carpenterlab/pire/pire_corythoichthys_haematopterus_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Cha-APnd_029-Ex1-4E-lcwgs-1-1.1.fq.gz	Cha-APnd_029-Ex1-4E-lcwgs-1-1.2.fq.gz
Hmi-CBas_046-Ex1	Hmi-CBas_046-Ex1-06H	/archive/carpenterlab/pire/pire_halichoeres_miniatus_cssl/1st_sequencing_run/raw_fq_capture	wahab	cssl	file_pair.126	Hmi-CBas_046-Ex1-06H.1.fq.gz	Hmi-CBas_046-Ex1-06H.2.fq.gz
Hmi-CBas_046-Ex1	Hmi-CBas_046-Ex1-06H	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus/raw_fq_capture	wahab	cssl	file_pair.126	Hmi-CBas_046-Ex1-06H.1.fq.gz	Hmi-CBas_046-Ex1-06H.2.fq.gz
Sne-ATaw_024-Ex1	Sne-ATaw_024-Ex1-lcwgs	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sne-ATaw_024-Ex1-lcwgs.1.fq.gz	Sne-ATaw_024-Ex1-lcwgs.2.fq.gz
Och-CTum_033-Ex1	Och-CTum_033-Ex1-9A-lcwgs-1-2	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run/fq_raw	wahab	lcwgs	NA	Och-CTum_033-Ex1-9A-lcwgs-1-2.1.fq.gz	Och-CTum_033-Ex1-9A-lcwgs-1-2.2.fq.gz
Tzo-CMal_026-Ex1	Tzo_CMal_026_Ex1_6G_lcwgs_1_2_L7	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMal	wahab	lcwgs	NA	Tzo_CMal_026_Ex1_6G_lcwgs_1_2_L7-1.fq.gz	Tzo_CMal_026_Ex1_6G_lcwgs_1_2_L7-2.fq.gz
Pba-CVer_071-Ex1	Pba-CVer_071-Ex1-9H-lcwgs_L4	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CVer_071-Ex1-9H-lcwgs_L4_1.fq.gz	Pba-CVer_071-Ex1-9H-lcwgs_L4_2.fq.gz
Hte-ATaw_027-Ex1	Hte-ATaw_027-Ex1-4C-lcwgs-1-T	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.133	Hte-ATaw_027-Ex1-4C-lcwgs-1-T.1.fq.gz	Hte-ATaw_027-Ex1-4C-lcwgs-1-T.2.fq.gz
Hte-ATaw_027-Ex1	Hte-ATaw_027-Ex1-4C-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.133	Hte-ATaw_027-Ex1-4C-lcwgs-1-T.1.fq.gz	Hte-ATaw_027-Ex1-4C-lcwgs-1-T.2.fq.gz
Sob-CPnd_059-Ex1	Sob-CPnd_059-Ex1-3C-lcwgs-1-T	/archive/carpenterlab/pire/pire_sphyraena_obtusata_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sob-CPnd_059-Ex1-3C-lcwgs-1-T.1.fq.gz	Sob-CPnd_059-Ex1-3C-lcwgs-1-T.2.fq.gz
Tbi-CJos_080-Ex1	Tbi-CJos_080_Ex1_L4	/archive/carpenterlab/pire/pire_taeniamia_biguttata_cssl/1st_sequencing_run/fq_raw	wahab	cssl	file_pair.136	Tbi-CJos_080_Ex1_L4_1.fq.gz	Tbi-CJos_080_Ex1_L4_2.fq.gz
Tbi-CJos_080-Ex1	Tbi-CJos_080_Ex1_L4	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/1st_sequencing_run/fq_raw	wahab	cssl	file_pair.136	Tbi-CJos_080_Ex1_L4_1.fq.gz	Tbi-CJos_080_Ex1_L4_2.fq.gz
Tzo-CMal_058-Ex1	Tzo_CMal_058_Ex1_10G_lcwgs_1_2_L6	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMal	wahab	lcwgs	NA	Tzo_CMal_058_Ex1_10G_lcwgs_1_2_L6-1.fq.gz	Tzo_CMal_058_Ex1_10G_lcwgs_1_2_L6-2.fq.gz
Pba-CVer_012-Ex1	Pba-CVer_012-Ex1-12D-lcwgs_L5	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CVer_012-Ex1-12D-lcwgs_L5_1.fq.gz	Pba-CVer_012-Ex1-12D-lcwgs_L5_2.fq.gz
Sgr-CJol_073-Ex1	Sgr-CJol_073-Ex1-1A-lwgs-1-1	/archive/carpenterlab/pire/pire_spratelloides_gracilis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sgr-CJol_073-Ex1-1A-lwgs-1-1.1.fq.gz	Sgr-CJol_073-Ex1-1A-lwgs-1-1.2.fq.gz
Hte-AJol_009-Ex1	Hte-AJol_009-Ex1-9A-lcwgs-1-T	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.140	Hte-AJol_009-Ex1-9A-lcwgs-1-T.1.fq.gz	Hte-AJol_009-Ex1-9A-lcwgs-1-T.2.fq.gz
Hte-AJol_009-Ex1	Hte-AJol_009-Ex1-9A-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.140	Hte-AJol_009-Ex1-9A-lcwgs-1-T.1.fq.gz	Hte-AJol_009-Ex1-9A-lcwgs-1-T.2.fq.gz
Pba-CCab_006-Ex1	Pba-CCab_006-Ex1-9C-lcwgs_L8	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CCab_006-Ex1-9C-lcwgs_L8_1.fq.gz	Pba-CCab_006-Ex1-9C-lcwgs_L8_2.fq.gz
Pba-AMar_006-Ex1	Pba-AMar_006-Ex1-4C-lcwgs_L1	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-AMar_006-Ex1-4C-lcwgs_L1_1.fq.gz	Pba-AMar_006-Ex1-4C-lcwgs_L1_2.fq.gz
Sor-ACeb_020-Ex1	Sor-ACeb_020-Ex1-2G-lcwgs-1-3-L3	/archive/carpenterlab/pire/pire_sphaeramia_orbicularis_lcwgs/4th_sequencing_run/fq_raw	wahab	lcwgs	NA	Sor-ACeb_020-Ex1-2G-lcwgs-1-3-L3-1.fq.gz	Sor-ACeb_020-Ex1-2G-lcwgs-1-3-L3-2.fq.gz
Adu-CTag_039-Ex1	Adu-CTag_039-Ex1-9H-lcwgs-1-2	/archive/carpenterlab/pire/pire_atherinomorus_duodecimalis_lcwgs/4th_sequencing_run/fq_raw	wahab	lcwgs	NA	Adu-CTag_039-Ex1-9H-lcwgs-1-2.1.fq.gz	Adu-CTag_039-Ex1-9H-lcwgs-1-2.2.fq.gz
Tzo-AMvi_040-Ex1	Tzo_AMvi_040_Ex1_2H_lcwgs_1_2_L6	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/AMvi	wahab	lcwgs	NA	Tzo_AMvi_040_Ex1_2H_lcwgs_1_2_L6-1.fq.gz	Tzo_AMvi_040_Ex1_2H_lcwgs_1_2_L6-2.fq.gz
Tzo-CMta_020-Ex1	Tzo_CMta_020_Ex1_11D_lcwgs_1_2_L8	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMta	wahab	lcwgs	NA	Tzo_CMta_020_Ex1_11D_lcwgs_1_2_L8-1.fq.gz	Tzo_CMta_020_Ex1_11D_lcwgs_1_2_L8-2.fq.gz
Tzo-ABol_080-Ex1	Tzo_ABol_080_Ex1_8G_lcwgs_1_2_L8	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/ABol	wahab	lcwgs	NA	Tzo_ABol_080_Ex1_8G_lcwgs_1_2_L8-1.fq.gz	Tzo_ABol_080_Ex1_8G_lcwgs_1_2_L8-2.fq.gz
