Lot_ID	collection_year_start	collection_month_start	collection_day_start	collection_year_end	collection_month_end	collection_day_end	Date_Collected	Collection_era	Collector	Species_verified	Physical_location_of_lot	check_location?	Freezer_Location	Box_ID	Bottles	Storage_solution	Type_of_Study	ODU_collection_catalog_number	Individuals	Size-USNM_(mm)	size_direct_observation_(mm)	Species_valid_name_majority	Collection_site	Site_ID	Match_ID	latitude	longitude	Lot_status	Priority	project_owner	Notes	Collection_status	Duplicate_count
Sul-2021-02_01	2021	10	10	2021	10	10	44479	Contemporary	Abner_Akkil_Argamar	Abner	SUML	NA	NA	NA	NA	DESS	PIRE	Sul-2021-02_01	51	NA	NA	Ostorhinchus_chrysopomus 2	Tumindao_Channel	Tum	Tumi	4.6778438	119.415194	sent_to_TAMUCC	NA	Eric_Garcia	8_extracted_for_probes_.Stored_in_DESS	NA	NA
175204	1908	4	16	1908	4	16	3029	Albatross	Albatross	Kent_Jem_03/21/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	41	80	80-98_all_same_size	Ostorhinchus_chrysopomus 3	Catbalogan	Cat	Catb	11.7734659	124.879118	sent_to_TAMUCC	1	Eric_Garcia	Confirmed_ID._Catbalogan,_Samar;_Off_Western_Samar	collected_full	102
Sam-2022-01_09	2022	1	29	2022	1	29	44590	Contemporary	Abner	Abner	ODU	NA	NA	NA	bottle#02	DESS	PIRE	Sam_01_2022_09	50	NA	NA	Ostorhinchus_chrysopomus 3	Catbalogan	Cat	Catb	11.7734659	124.879118	sent_to_TAMUCC	NA	Eric_Garcia	Pier_1_Fish_Market,_lat:11.773044,_long:124.879242	NA	41
Sam-2022-01_10	2022	1	29	2022	1	29	44590	Contemporary	Abner	Abner	NA	NA	NA	NA	bottle#03	DESS	PIRE	Sam_01_2022_10	30	NA	NA	Ostorhinchus_chrysopomus 3	Catbalogan	Cat	Catb	11.7734659	124.879118	sent_to_TAMUCC	NA	Eric_Garcia	Pier_1_Fish_Market,_lat:11.773044,_long:124.879242	NA	41
Sam-2022-01_08	2022	1	28	2022	1	28	44589	Contemporary	Abner	Abner	ODU	NA	NA	NA	bottle#01	DESS	PIRE	Sam_01_2022_08	22	NA	NA	Ostorhinchus_chrysopomus 3	Catbalogan	Cat	Catb	11.7746792	124.878165	sent_to_TAMUCC	NA	Eric_Garcia	Buri_Island_vicinity,_lat:11.820987,_long:124.834563	NA	41
149764	1909	6	15	1909	6	15	3454	Albatross	Albatross	JTW_re_ID_10/25/18_MK_11/3/17_ID_ok	USNM	NA	NA	NA	NA	EtOH	PIRE	NA	28	58	NA	Ostorhinchus_cookii	Basud_River	Bas	NA	14.1068289	123.012296	NA	NA	NA	NA	NA	NA
171181	NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	NA	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	19	NA	NA	Ostorhinchus_griffini	Catbalogan	Cat	Catb	11.7746792	124.878165	pending	NA	NA	NA	pending	59
Sam-2022-03_02	2022	2	4	2022	2	9	2/4/2022;_2/9/2022	Contemporary	Anthonio_Rabi	Kent&Abner	NA	NA	NA	NA	2	DESS	PIRE	Sam_03_2022_02	29	NA	NA	Ostorhinchus_griffini	Catbalogan	Cat	Catb	NA	NA	NA	NA	NA	Buri_Island_vicinity;_please_double-check_my_labels_in_each_bottle_(1=2/4/22_with_7_samples;_2=2/9/22_with_22_samples)	NA	19
Sam-2022-01_11	2022	1	28	2022	1	29	1/28-29/2022	Contemporary	Abner	Abner	ODU	NA	NA	NA	NA	DESS	PIRE	Sam_01_2022_11	8	NA	NA	Ostorhinchus_griffini	Catbalogan	Cat	Catb	NA	NA	pending	NA	NA	Buri_Island_vicinity,_lat:11.820987,_long:124.834563	NA	19
Sam-2022-03_06	2022	2	9	2022	2	9	44601	Contemporary	A.Rabi	NA	ODU	NA	NA	NA	NA	DESS	PIRE	Sam_03_2022_06	22	NA	NA	Ostorhinchus_griffini	Catbalogan	Cat	Catb	NA	NA	NA	NA	NA	NA	NA	19
171262	1908	4	16	1908	4	16	3029	Albatross	Albatross	Kent_Jem_on_03/21/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	39	70	63-70	Ostorhinchus_jenkinsi	Catbalogan	Cat	Catb	11.7746792	124.878165	collected	NA	Eric_Garcia?	Confirmed_ID	collected_full	87
Sam-2022-03_03	2022	2	4	2022	2	4	44596	Contemporary	Anthonio_Rabi	Kent&Abner	NA	NA	NA	NA	1	DESS	PIRE	Sam_03_2022_03	42	NA	NA	Ostorhinchus_jenkinsi	Catbalogan	Cat	Catb	11.7746792	124.878165	NA	NA	NA	Buri_Island_vicinity	NA	70
Sam-2022-01_12	2022	1	29	2022	1	29	44590	Contemporary	Abner	Abner	ODU	NA	NA	NA	1	DESS	PIRE	Sam_01_2022_12	45	NA	NA	Ostorhinchus_jenkinsi	Catbalogan	Cat	Catb	11.7746792	124.878165	pending	NA	Eric_Garcia?	Buri_Island_vicinity,_lat:11.820987,_long:124.834563	NA	70
171356	1909	3	28	1909	3	28	3375	Albatross	Albatross	Kent_Jem_03/22/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	18	NA	26-37_most_mid-range	Ostorhinchus_margaritophorus	Cebu_Market	Ceb	NA	10.2950309	123.912569	to_collect	2	John_Whalen	Confirmed_ID.	to_collect	NA
171156	1909	3	10	1909	3	10	3357	Albatross	Albatross	MK_11/16/17_ID_ok	USNM	NA	NA	NA	NA	EtOH	PIRE	NA	36	30	NA	Ostorhinchus_parvulus	Ragay_River	Rag	RagR	13.7915294	122.73659	NA	NA	NA	NA	NA	NA
99024	1909	8	26	1909	8	26	3526	Albatross	Albatross	TO_ID	USNM_to_bring	NA	NA	NA	NA	EtOH	PIRE	NA	19	NA	NA	Paracentropogon_longispinis	Cebu_Market	Ceb	NA	10.2950309	123.912569	to_collect	2	NA	Previously_requested,_SI_staff_could_not_find_lot	to_collect	NA
138650	1908	6	9	1908	6	9	3083	Albatross	Albatross	Kent_5/19/22	ODU	NA	NA	NA	1	EtOH	PIRE	NA	4	NA	34-38	Parupeneus_barberinus	Port_Galera	Gal	PGal	NA	NA	sent_to_TAMUCC	1	Jem	NA	to_collect	NA
145189	1908	7	23	1908	7	23	3127	Albatross	Albatross	Kent_Jem_on_03/21/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	34	92	37-70_most_mid-large	Parupeneus_barberinus	Varadero_Bay	Gal	PGal	NA	NA	sent_to_TAMUCC	1	Jem	Confirmed_IDs.	to_collect	NA
VER-2022-01_001	2022	7	27	2022	7	27	44769	Contemporary	Jem_Chandy	JGB_7/25/2022	ODU	NA	NA	NA	1	DESS	PIRE	VER-2022-01_001	44	NA	NA	Parupeneus_barberinus	Verde_Island	Gal	PGal	NA	NA	sent_to_TAMUCC	NA	Jem	8_extracted_for_probes. Use species code Pbb. Pba was used for Pomacentrus_brachialis due to a naming error.	NA	NA
SEM-2023-04_04	2023	4	16	2023	4	16	45032	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	1	DESS	PIRE	NA	18	NA	NA	Parupeneus_barberinus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cam-2019-016_027	2019	6	25	2019	6	25	43641	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Check_subsampled	NA	NA	1	EtOH	PIRE	Cam-2019-16_(027)	62	NA	NA	Periophthalmus_argentilineatus	Pasacao	Pas	RagR	NA	NA	sent_to_TAMUCC	1	Brendan_Reid	NA	NA	NA
Cam-2019-015_023	2019	6	24	2019	6	24	43640	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Check_subsampled	NA	NA	1	EtOH	PIRE	Cam-2019-15_(023)	25	NA	NA	Periophthalmus_argentilineatus	Pasacao	Pas	RagR	NA	NA	sent_to_TAMUCC	1	Brendan_Reid	NA	NA	NA
136688	1909	11	14	1909	11	14	3606	Albatross	Albatross	TO_ID	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	30	NA	25-62	Periophthalmus_argentilineatus	Port_San_Vicente	Vic	Vice	18.5154096	122.138975	to_collect	2	NA	NA	to_collect	NA
161008	1909	3	10	1909	3	10	3357	Albatross	Albatross	TO_ID	ODU	Check_subsampled	NA	NA	1	EtOH	PIRE	NA	30	NA	NA	Periophthalmus_argentilineatus	Ragay_River	Rag	RagR	13.5069074	123.042625	sent_to_TAMUCC	1	Brendan_Reid	NA	sent_to_TAMUCC	NA
138251	1909	9	3	1909	9	3	3534	Albatross	Albatross	TO_ID	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	15	NA	35-87_evenly_distributed	Petroscirtes_variabilis	Cebu_Market	Ceb	NA	10.2950309	123.912569	NA	1	John_Whalen	NA	NA	NA
138253	1909	8	13	1909	8	13	3513	Albatross	Albatross	TO_ID	ODU	NA	NA	NA	1	EtOH	PIRE	NA	1	NA	NA	Petroscirtes_variabilis	Cebu_Market	Ceb	NA	NA	NA	NA	1	John_Whalen	NA	NA	NA
138250	1909	3	20	1909	3	20	3367	Albatross	Albatross	TO_ID	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	15	NA	41-70_most_mid-range	Petroscirtes_variabilis	Cebu_Market	Ceb	NA	10.2950309	123.912569	NA	1	John_Whalen	NA	NA	NA
Cor-2023-05_01	2023	2	4	2023	2	4	44961	Contemporary	KEC et al.	Kent_Abner	SUML	NA	NA	NA	1	DESS	Connectivity	Cor-2023_05_01	100	NA	NA	Plotosus lineatus	Lakdayan Beach, Busuanga Is.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTI-2023_03_07	2023	2	22	2023	2	22	44979	Contemporary	KEC_AB_Ting	Kent_Abner	SUML	NA	NA	NA	1	DESS	Connectivity	MTI-2023_03_07	100	NA	NA	Plotosus lineatus	Tamisan, Pujada Bay	Tam	Mati	6.8342457	126.290507	collected	NA	NA	NA	NA	NA
REU-2019-004_004	2019	6	20	2019	6	20	43636	Contemporary	Ivan_Zoe_Adriana	Eric_Ivan_Maddy	ODU	Check_refrigerator	NA	NA	cryovials	EtOH	Connectivity	REU-2019-04_(004)	40	NA	NA	Plotosus_lineatus	Bais_Bay	Bai	NA	NA	NA	subsampled	4	NA	NA	NA	Connectivity
139000	1909	1	4	1909	1	4	3292	Albatross	Albatross	kent-EG_5/18/22	ODU	Y	NA	NA	1	EtOH	PIRE	NA	17	NA	73-84_mostly_similar_in_size	Plotosus_lineatus	Caxisigan_Id	Cad	Cand	8.0833075	117.087048	to_collect	1	Jem	New_lot._To_determine_priority_and_confirm_ID	to_collect	0
Jol-2021-02_01	2021	12	11	2021	12	11	44541	Contemporary	Abner	Abner	ODU	NA	NA	NA	NA	DESS	NA	Jol_02_01	120	NA	NA	Plotosus_lineatus	Jolo	Jol	Jolo	5.9249685	121.211343	sent_to_TAMUCC	NA	Jem	NA	NA	16
Zam-2019-004_007	2019	4	30	2019	4	30	43585	Contemporary	Kent	Kent	ODU	Check_subsampled	1.2.2.2	22	NA	EtOH	PIRE	Zam-2019-04_(007)	107	NA	NA	Plotosus_lineatus	Masinloc_Public_Market	Mvi	Masi	15.489188	119.911051	sent_to_TAMUCC	1	Jem_&_Brendan_Reid	NA	NA	163
Cam-2019-018_031	2019	6	26	2019	6	26	43642	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Check_refrigerator	NA	NA	1	EtOH	Connectivity	Cam-2019-18_(031)	100	NA	NA	Plotosus_lineatus	Pasacao	Pas	NA	NA	NA	pending	4	NA	Collected_in_Pasacao_Public_Market._For_connectivity	NA	Connectivity
139012	1908	11	23	1908	11	23	3250	Albatross	Albatross	Jeff_Maddy	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	163	NA	30	Plotosus_lineatus	Port_Matalvi_reef	Mvi	Masi	15.5567299	119.930361	sent_to_TAMUCC	1	Jem_&_Brendan_Reid	3_subsampled._Approval_for_destructive_sampling_obtained._Sharon_confirmed_there_was_enough_DNA_to_proceed_sedquencing.	collected_full	107
139013	1909	3	23	1909	3	23	3370	Albatross	Albatross	Jem	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	19	NA	40-46	Plotosus_lineatus	Romblon_Harbor	Rom	Romb	12.5837098	122.272078	sent_to_TAMUCC	1	Jem	Juveniles._Wet_weight_400mg._Could_probably_get_lower_half_of_body_to_get_50mg.	collected_full	119
REU-2019-002_002	2019	6	19	2019	6	19	43635	Contemporary	Dioscoro_Inocencio	Eric_Ivan_Maddy	ODU	Check_subsampled	NA	NA	cryovials	EtOH	Connectivity	REU-2019-02_(002)	42	NA	NA	Plotosus_lineatus	Silliman_Beach	Dgt	NA	NA	NA	subsampled	4	NA	NA	NA	Connectivity
REU-2019-010_001	2019	6	16	2019	6	16	43632	Contemporary	Dioscoro_Inocencio	None	ODU	Check_subsampled	NA	NA	1	EtOH	Connectivity	REU-2019-10_(010)	NA	NA	NA	Plotosus_lineatus	Silliman_Beach	Dgt	NA	NA	NA	subsampled	4	NA	All_juveniles._Entry_entered_on_Oct_29,_2019_after_doing_inventory_of_fridge_for_databasing.	NA	Connectivity
REU-2019-006_006	2019	7	13	2019	7	13	43659	Contemporary	Noe_Bucol	Abner	ODU	Check_subsampled	NA	NA	cryovials	EtOH	Connectivity	REU-2019-06_(006)	40	NA	NA	Plotosus_lineatus	Siquijor	Siq	NA	NA	NA	subsampled	4	NA	Only_found_23-40_in_the_freezer	NA	Connectivity
Rom-2022-01_003	2022	7	13	2022	7	13	44755	Contemporary	Jem	JGB	ODU	NA	NA	NA	1	DESS	PIRE	Rom-2022-01_003	119	NA	NA	Plotosus_lineatus	Sitio_Agbuyog	Rom	Romb	NA	NA	sent_to_TAMUCC	1	Jem	119+_tails._DESS_changed_on_7/21/22	NA	NA
138999	NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	Kent_Jem_on_3/21/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	16	NA	78-88	Plotosus_lineatus	Tutu_Bay	Jol	Jolo	5.9249685	121.211343	sent_to_TAMUCC	1	Jem	Confirmed_ID.	collected_full	120
SEM-2023-03_03	2023	4	15	2023	4	15	45031	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	2	DESS	Connectivity	NA	100	NA	NA	Plotosus_lineatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIP-2023-04_01	2023	3	28	2023	3	28	45013	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	2	DESS	Connectivity	NA	100	NA	NA	Plotosus_lineatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cor-2023-07_01	NA	NA	NA	NA	NA	NA	NA	Contemporary	NA	NA	ODU	Check_refrigerator	NA	NA	2	DESS	NA	NA	100	NA	NA	Plotosus_lineatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAS-2022-04_04	2022	4	20	2022	4	20	44671	Contemporary	Kent, Abner et al.	Kent 5/16/22	ODU	NA	NA	NA	1	DESS	NA	MAS-2022-04_04	26	NA	NA	Pomacentrus_alexanderae	Port_Busin	Bur	NA	13.1258247	122.975714	NA	NA	NA	speared by fishers off Barangay Busing	NA	NA
MAS-2022-01_02	2022	4	17	2022	4	17	44668	Contemporary	Kent, Abner et al.	Kent 5/16/22	ODU	NA	NA	NA	1	DESS	NA	MAS-2022-01_02	4	NA	NA	Pomacentrus_alexanderae	Port_Busin	Bur	NA	13.1258247	122.975714	NA	NA	NA	whole specimens.	NA	NA
97211	1908	4	15	1908	4	15	3028	Albatross	Albatross	MK_11/16/17_ID_ok	USNM	NA	NA	NA	NA	EtOH	PIRE	NA	98	47	NA	Pomacentrus_beauforti	Catbalogan	Cat	Catb	11.7746792	124.878165	NA	NA	NA	Labeled_as_at_USNM	NA	NA
097503	1909	3	5	1909	3	5	3352	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	11	NA	NA	Pomacentrus_brachialis	Alimango_Bay	Bur	Buri	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	collected	NA
097513	1909	3	5	1909	3	5	3352	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	3	NA	NA	Pomacentrus_brachialis	Alimango_Bay	Bur	Buri	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	collected	NA
097585	1909	3	5	1909	3	5	3352	Albatross	Albatross	Jem_3/29/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	1	NA	65	Pomacentrus_brachialis	Alimango_Bay	Bur	Buri	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	collected	NA
097607	1909	3	5	1909	3	5	3352	Albatross	Albatross	Jem_3/29/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	1	NA	69	Pomacentrus_brachialis	Alimango_Bay	Bur	Buri	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	collected	NA
097608	1909	3	5	1909	3	5	3352	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	1	NA	NA	Pomacentrus_brachialis	Alimango_Bay	Bur	Buri	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	collected	NA
097609	1909	3	5	1909	3	5	3352	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	1	NA	NA	Pomacentrus_brachialis	Alimango_Bay	Bur	Buri	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	collected	NA
097610	1909	3	5	1909	3	5	3352	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	1	NA	NA	Pomacentrus_brachialis	Alimango_Bay	Bur	Buri	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	collected	NA
097611	1909	3	5	1909	3	5	3352	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	1	NA	NA	Pomacentrus_brachialis	Alimango_Bay	Bur	Buri	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	collected	NA
097612	1909	3	5	1909	3	5	3352	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	1	NA	NA	Pomacentrus_brachialis	Alimango_Bay	Bur	Buri	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	collected	NA
097690	1909	3	5	1909	3	5	3352	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	1	NA	NA	Pomacentrus_brachialis	Alimango_Bay	Bur	Buri	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	collected	NA
97467	1909	6	8	1909	6	8	3447	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	17	NA	NA	Pomacentrus_brachialis	Batan_Id	Ban	Bata	13.2313797	123.982833	to_collect	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	to_collect	0
97574	1909	6	8	1909	6	8	3447	Albatross	Albatross	Jem_3/29/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	2	NA	35-47	Pomacentrus_brachialis	Batan_Id	Ban	Bata	13.2313797	123.982833	to_collect	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	to_collect	0
97474	1909	6	5	1909	6	5	3444	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	6	NA	NA	Pomacentrus_brachialis	Batan_Id	Ban	Bata	13.2313797	123.982833	to_collect	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	to_collect	0
SAM-2022_02_09	2022	10	3	2022	10	3	44837	Contemporary	Kent_Abner	Kent_Abner	ODU	NA	NA	NA	2	DESS	PIRE	SAM-2022_02_09	100	NA	NA	Pomacentrus_brachialis	Biri, Northern Samar	Cab	Bali	12.6643633	124.361624	sent_to_TAMUCC	NA	Kyra	Albatross duplicate for Biri; collected in between Poblacion and Sto. Nino, Biri Island._Label_starts_from_Pba-CCab_066	NA	NA
097583	1909	6	2	1909	6	2	3441	Albatross	Albatross	Jem_3/29/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	1	NA	74	Pomacentrus_brachialis	Biri_Channel	Bir	Bali	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	to_collect	0
097638	1909	6	2	1909	6	2	3441	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	2	NA	NA	Pomacentrus_brachialis	Biri_Channel	Bir	Bali	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	to_collect	0
097693	1909	6	2	1909	6	2	3441	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	1	NA	NA	Pomacentrus_brachialis	Biri_Channel	Bir	Bali	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	to_collect	0
097449	1909	6	1	1909	6	1	3440	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	4	NA	NA	Pomacentrus_brachialis	Biri_Channel	Bir	Bali	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	to_collect	0
097530	1909	6	1	1909	6	1	3440	Albatross	Albatross	Jem_3/29/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	4	NA	58-68	Pomacentrus_brachialis	Biri_Channel	Bir	Bali	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	to_collect	0
097662	1909	6	1	1909	6	1	3440	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	1	NA	NA	Pomacentrus_brachialis	Biri_Channel	Bir	Bali	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	to_collect	0
097665	1909	6	1	1909	6	1	3440	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	1	NA	NA	Pomacentrus_brachialis	Biri_Channel	Bir	Bali	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB.	to_collect	0
Sam-2022-02_07	2022	2	4	2022	2	4	44596	Contemporary	Kent&Abner	Kent	NA	NA	NA	NA	1	DESS	PIRE	Sam_02_2022_07	20	NA	NA	Pomacentrus_brachialis	Cabacungan,_Allen,_Northern_Samar	Cab	Bali	NA	NA	sent_to_TAMUCC	NA	Jem_Kyra	4	NA	NA
Sam-2022-02_05	2022	2	3	2022	2	3	44595	Contemporary	Kent&Abner	Kent	NA	NA	NA	NA	1	DESS	PIRE	Sam_02_2022_05	45	NA	NA	Pomacentrus_brachialis	Cabacungan,_Allen,_Northern_Samar	Cab	Bali	NA	NA	sent_to_TAMUCC	NA	Jem_Kyra	NA	NA	NA
Sul-2021-01_01	2021	8	8	2021	8	8	44416	Contemporary	Abner_Richard_Akkil_Argamar_Jaro	Abner	SUML	NA	NA	NA	NA	DESS	PIRE	Sul-2021-01_01	125	NA	NA	Pomacentrus_brachialis	Mandulan_Tawi-Tawi	Tat	Tata	5.1114486	119.78744	sent_to_TAMUCC	NA	Jem_Kyra	8_extracted_for_probes_.Stored_in_DESS	NA	NA
Boh-2021-03_10	2021	11	7	2021	11	7	44507	Contemporary	Kent	Kent	ODU	NA	NA	NA	1	DESS	Connectivity	Boh-2021-03_10	125	NA	NA	Pomacentrus_brachialis	Pandanon_Id	Pnd	NA	10.1727237	124.078053	NA	NA	Jem_Kyra	NA	NA	NA
097487	1908	4	23	1908	4	23	3036	Albatross	Albatross	Jem_3/31/22	ODU	Y	NA	NA	NA	EtOH	PIRE	NA	34	NA	NA	Pomacentrus_brachialis	Port_Busin	Bur	Buri	NA	NA	sent_to_TAMUCC	1	Jem_Kyra	Caution:_Potential_mixed_lot._Check_ID_notes._Don't_subsample_without_consulting_JGB._USNM reported 35 individuals, but only 34 in lot.	duplicated,_collect_more	35
MAS-2022-04_05	2022	4	20	2022	4	20	44671	Contemporary	Kent, Abner et al.	Kent 5/16/22	ODU	NA	NA	NA	1	DESS	NA	MAS-2022-04_05	25	NA	NA	Pomacentrus_brachialis	Port_Busin	Mas	Buri	13.1258247	122.975714	sent_to_TAMUCC	NA	Kyra	speared by fishers off Barangay Busing	NA	NA
97614	1909	10	27	1909	10	27	3588	Albatross	Albatross	Jem_4/4/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	1	NA	69	Pomacentrus_brachialis	Port_Galera	Gal	PGal	13.5722403	121.085873	sent_to_TAMUCC	1	Jem_Kyra	Confirmed_ID.	collected_full	0
97660	1908	7	22	1908	7	22	3126	Albatross	Albatross	Jem_4/4/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	1	NA	58	Pomacentrus_brachialis	Port_Galera	Gal	PGal	13.5722403	121.085873	sent_to_TAMUCC	1	Jem_Kyra	Confirmed_IDs.	collected_full	0
97686	1908	7	22	1908	7	22	3126	Albatross	Albatross	Jem_4/4/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	1	NA	61	Pomacentrus_brachialis	Port_Galera	Gal	PGal	13.5722403	121.085873	sent_to_TAMUCC	1	Jem_Kyra	Confirmed_IDs.	collected_full	0
97445	1908	6	9	1908	6	9	3083	Albatross	Albatross	Jem_4/4/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	5	NA	65-73	Pomacentrus_brachialis	Port_Galera	Gal	PGal	13.5722403	121.085873	sent_to_TAMUCC	1	Jem_Kyra	Confirmed_ID.	collected_full	0
97521	1908	6	9	1908	6	9	3083	Albatross	Albatross	Jem_4/4/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	3	NA	61-69	Pomacentrus_brachialis	Port_Galera	Gal	PGal	13.5722403	121.085873	sent_to_TAMUCC	1	Jem_Kyra	Confirmed_ID.	collected_full	0
97661	1908	6	9	1908	6	9	3083	Albatross	Albatross	Jem_4/4/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	1	NA	70	Pomacentrus_brachialis	Port_Galera	Gal	PGal	13.5722403	121.085873	sent_to_TAMUCC	1	Jem_Kyra	Confirmed_ID.	collected_full	0
