Individual_ID	Extraction_ID	Storage_solution	Date_Subsampling	Subsampler	Date_Extracting	Tube_Stuffer	mg_Tissue_Extracted	Digestion_min	Extractor	Extraction_TubeID	PlateID	Elution_Buffer	num_elutions	Elution1_PlateID	Elution1_Plate_Column	Elution1_Plate_Row	Elution1_Total_volume_ul	Elution1_Vol_for_TAMUCC	Elution1_Vol_for_ODU	Elution1_nanodrop_ng_ul	Elution2_PlateID	Elution2_Plate_Column	Elution2_Plate_Row	Elution2_Total_volume_ul	Elution2_Vol_for_TAMUCC	Elution2_Vol_for_ODU	Elution2_nanodrop_ng_ul	Elution3_PlateID	Elution3_Plate_Column	Elution3_Plate_Row	Elution3_Total_volume_ul	Elution3_Vol_for_TAMUCC	Elution3_Vol_for_ODU	Elution3_nanodrop_ng_ul	Elution4_PlateID	Elution4_Plate_Column	Elution4_Plate_Row	Elution4_Total_volume_ul	Elution4_Vol_for_TAMUCC	Elution4_Vol_for_ODU	Elution4_nanodrop_ng_ul	Date_Gelled_ODU	ODU_Volume_Gelled_ul	ODU_Gel_Jockey	Elution1_Gel_Score_ODU	Elution2_Gel_Score_ODU	Elution3_Gel_Score_ODU	Elution4_Gel_Score_ODU	Elution1_Gel_Score_TAMUCC	Elution2_Gel_Score_TAMUCC	Elution3_Gel_Score_TAMUCC	Elution4_Gel_Score_TAMUCC	Elution_Used	Notes	
Sde-CSub_043	Sde-CSub_043-Ex1	EtOH	4/2/2020	Maddy_Kenton	4/2/2020	John_Whalen	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	7	D	100	50	50	NA																																			
Sde-CSub_044	Sde-CSub_044-Ex1	EtOH	4/2/2020	Maddy_Kenton	4/2/2020	John_Whalen	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	8	D	100	50	50	NA																																			
Sde-CSub_045	Sde-CSub_045-Ex1	EtOH	4/2/2020	Maddy_Kenton	4/2/2020	John_Whalen	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	9	D	100	50	50	NA																																			
Sde-CSub_046	Sde-CSub_046-Ex1	EtOH	4/2/2020	Maddy_Kenton	4/2/2020	John_Whalen	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	10	D	100	50	50	NA																																			
Sde-CSub_047	Sde-CSub_047-Ex1	EtOH	4/2/2020	Maddy_Kenton	4/2/2020	John_Whalen	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	11	D	100	50	50	NA																																			
Sde-CSub_048	Sde-CSub_048-Ex1	EtOH	4/2/2020	Maddy_Kenton	4/2/2020	John_Whalen	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	12	D	100	50	50	NA																																			
Sde-CSub_049	Sde-CSub_049-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	1	E	100	50	50	425.6																																			
Sde-CSub_050	Sde-CSub_050-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	2	E	100	50	50	73.8																																			
Sde-CSub_051	Sde-CSub_051-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	3	E	100	50	50	170.6																																			
Sde-CSub_052	Sde-CSub_052-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	4	E	100	50	50	105.1																																			
Sde-CSub_053	Sde-CSub_053-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	5	E	100	50	50	112.6																																			
Sde-CSub_054	Sde-CSub_054-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	6	E	100	50	50	80.8																																			
Sde-CSub_055	Sde-CSub_055-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	7	E	100	50	50	NA																																			
Sde-CSub_056	Sde-CSub_056-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	8	E	100	50	50	NA																																			
Sde-CSub_057	Sde-CSub_057-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	9	E	100	50	50	NA																																			
Sde-CSub_058	Sde-CSub_058-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	10	E	100	50	50	NA																																			
Sde-CSub_059	Sde-CSub_059-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	11	E	100	50	50	NA																																			
Sde-CSub_060	Sde-CSub_060-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	12	E	100	50	50	NA																																			
Sde-CSub_061	Sde-CSub_061-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	1	F	100	50	50	NA																																			
Sde-CSub_062	Sde-CSub_062-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	2	F	100	50	50	NA																																			
Sde-CSub_063	Sde-CSub_063-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	3	F	100	50	50	NA																																			
Sde-CSub_064	Sde-CSub_064-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	4	F	100	50	50	NA																																			
Sde-CSub_065	Sde-CSub_065-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	5	F	100	50	50	NA																																			
Sde-CSub_066	Sde-CSub_066-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	6	F	100	50	50	NA																																			
Sde-CSub_067	Sde-CSub_067-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	7	F	100	50	50	NA																																			
Sde-CSub_068	Sde-CSub_068-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	8	F	100	50	50	NA																																			
Sde-CSub_069	Sde-CSub_069-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	9	F	100	50	50	NA																																			
Sde-CSub_070	Sde-CSub_070-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	10	F	100	50	50	NA																																			
Sde-CSub_071	Sde-CSub_071-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	11	F	100	50	50	NA																																			
Sde-CSub_072	Sde-CSub_072-Ex1	EtOH	4/3/2020	Jem_Baldisimo	4/7/2020	Maddy_Kenton	40	157	John_Whalen	NA	Sde-C_003	EB	1	Sde-C_003_E1	12	F	100	50	50	NA																																			
Sde-CSub_073	Sde-CSub_073-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	1	G	100	50	50	211.9																																			
Sde-CSub_074	Sde-CSub_074-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	2	G	100	50	50	102.1																																			
Sde-CSub_075	Sde-CSub_075-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	3	G	100	50	50	37.1																																			
Sde-CSub_076	Sde-CSub_076-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	4	G	100	50	50	61.0																																			
Sde-CSub_077	Sde-CSub_077-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	5	G	100	50	50	29.1																																			
Sde-CSub_078	Sde-CSub_078-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	6	G	100	50	50	20.8																																			
Sde-CSub_079	Sde-CSub_079-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	7	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_080	Sde-CSub_080-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	8	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_081	Sde-CSub_081-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	9	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_082	Sde-CSub_082-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	10	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_083	Sde-CSub_083-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	11	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_084	Sde-CSub_084-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	12	G	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_085	Sde-CSub_085-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	1	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_086	Sde-CSub_086-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	2	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_087	Sde-CSub_087-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	3	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_088	Sde-CSub_088-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	4	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_089	Sde-CSub_089-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	5	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_090	Sde-CSub_090-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	Maddy_Kenton	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	6	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_091	Sde-CSub_091-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	John_Whalen	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	7	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_092	Sde-CSub_092-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	John_Whalen	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	8	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_093	Sde-CSub_093-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	John_Whalen	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	9	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_094	Sde-CSub_094-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	John_Whalen	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	10	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_095	Sde-CSub_095-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	John_Whalen	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	11	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CSub_096	Sde-CSub_096-Ex1	EtOH	4/3/2020	John_Whalen	4/7/2020	John_Whalen	50	157	Maddy_Kenton	NA	Sde-C_003	EB	1	Sde-C_003_E1	12	H	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA							
Sde-CBan_010	Sde-CBan_0010-Ex1	EtOH	3/2/2022	John_Schaefer	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	10	Sde-C_004	EB	1	Sde-C_004_E1	10	A	100	100	0	7.8																						3/16/2022	2	Nichole_Leach											
Sde-CBan_001	Sde-CBan_001-Ex1	EtOH	3/2/2022	Hunter_Martin	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	1	Sde-C_004	EB	1	Sde-C_004_E1	1	A	100	100	0	4.4																						3/16/2022	2	Nichole_Leach											
Sde-CBan_002	Sde-CBan_002-Ex1	EtOH	3/2/2022	Hunter_Martin	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	2	Sde-C_004	EB	1	Sde-C_004_E1	2	A	100	100	0	15.9																						3/16/2022	2	Nichole_Leach											
Sde-CBan_003	Sde-CBan_003-Ex1	EtOH	3/2/2022	Hunter_Martin	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	3	Sde-C_004	EB	1	Sde-C_004_E1	3	A	100	100	0	7.6																						3/16/2022	2	Nichole_Leach											
Sde-CBan_004	Sde-CBan_004-Ex1	EtOH	3/2/2022	Hunter_Martin	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	4	Sde-C_004	EB	1	Sde-C_004_E1	4	A	100	100	0	23.5																						3/16/2022	2	Nichole_Leach											
Sde-CBan_005	Sde-CBan_005-Ex1	EtOH	3/2/2022	Hunter_Martin	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	5	Sde-C_004	EB	1	Sde-C_004_E1	5	A	100	100	0	13.6																						3/16/2022	2	Nichole_Leach											
Sde-CBan_006	Sde-CBan_006-Ex1	EtOH	3/2/2022	Hunter_Martin	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	6	Sde-C_004	EB	1	Sde-C_004_E1	6	A	100	100	0	6.8																						3/16/2022	2	Nichole_Leach											
Sde-CBan_007	Sde-CBan_007-Ex1	EtOH	3/2/2022	John_Schaefer	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	7	Sde-C_004	EB	1	Sde-C_004_E1	7	A	100	100	0	6																						3/16/2022	2	Nichole_Leach											
Sde-CBan_008	Sde-CBan_008-Ex1	EtOH	3/2/2022	John_Schaefer	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	8	Sde-C_004	EB	1	Sde-C_004_E1	8	A	100	100	0	39.9																						3/16/2022	2	Nichole_Leach											
Sde-CBan_009	Sde-CBan_009-Ex1	EtOH	3/2/2022	John_Schaefer	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	9	Sde-C_004	EB	1	Sde-C_004_E1	9	A	100	100	0	42.7																						3/16/2022	2	Nichole_Leach											
Sde-CBan_011	Sde-CBan_011-Ex1	EtOH	3/2/2022	John_Schaefer	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	11	Sde-C_004	EB	1	Sde-C_004_E1	11	A	100	100	0	56.2																						3/16/2022	2	Nichole_Leach											
Sde-CBan_012	Sde-CBan_012-Ex1	EtOH	3/2/2022	John_Schaefer	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	12	Sde-C_004	EB	1	Sde-C_004_E1	12	A	100	100	0	14.5																						3/16/2022	2	Nichole_Leach											
Sde-CBan_013	Sde-CBan_013-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	13	Sde-C_004	EB	1	Sde-C_004_E1	1	B	100	100	0	11.3																						3/16/2022	2	Nichole_Leach											
Sde-CBan_014	Sde-CBan_014-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	14	Sde-C_004	EB	1	Sde-C_004_E1	2	B	100	100	0	271.8																						3/16/2022	2	Nichole_Leach											
Sde-CBan_015	Sde-CBan_015-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	15	Sde-C_004	EB	1	Sde-C_004_E1	3	B	100	100	0	45.2																						3/16/2022	2	Nichole_Leach											
Sde-CBan_016	Sde-CBan_016-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	16	Sde-C_004	EB	1	Sde-C_004_E1	4	B	100	100	0	29.5																						3/16/2022	2	Nichole_Leach											
Sde-CBan_017	Sde-CBan_017-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	17	Sde-C_004	EB	1	Sde-C_004_E1	5	B	100	100	0	68																						3/16/2022	2	Nichole_Leach											
Sde-CBan_018	Sde-CBan_018-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	Nichole_Leach	45-50	157	Nichole_Leach	18	Sde-C_004	EB	1	Sde-C_004_E1	6	B	100	100	0	45.5																						3/16/2022	2	Nichole_Leach											
Sde-CBan_019	Sde-CBan_019-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	Nichole_Leach	45-50	157	George_Bonsall	19	Sde-C_004	EB	1	Sde-C_004_E1	7	B	100	100	0	2.3																						3/16/2022	2	Nichole_Leach											
Sde-CBan_020	Sde-CBan_020-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	Nichole_Leach	45-50	157	George_Bonsall	20	Sde-C_004	EB	1	Sde-C_004_E1	8	B	100	100	0	3.1																						3/16/2022	2	Nichole_Leach											
Sde-CBan_021	Sde-CBan_021-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	George_Bonsall	45-50	157	George_Bonsall	21	Sde-C_004	EB	1	Sde-C_004_E1	9	B	100	100	0	8.9																						3/16/2022	2	Nichole_Leach											
Sde-CBan_022	Sde-CBan_022-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	George_Bonsall	39.2	157	George_Bonsall	22	Sde-C_004	EB	1	Sde-C_004_E1	10	B	100	100	0	-0.8																						3/16/2022	2	Nichole_Leach											
Sde-CBan_023	Sde-CBan_023-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	George_Bonsall	39.3	157	George_Bonsall	23	Sde-C_004	EB	1	Sde-C_004_E1	11	B	100	100	0	0.2																						3/16/2022	2	Nichole_Leach											
Sde-CBan_024	Sde-CBan_024-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	George_Bonsall	45-50	157	George_Bonsall	24	Sde-C_004	EB	1	Sde-C_004_E1	12	B	100	100	0	0.9																						3/16/2022	2	Nichole_Leach											
Sde-CBan_025	Sde-CBan_025-Ex1	EtOH	3/2/2022	John_Schaefer	3/15/2022	Jem_Baldisimo	42.5	157	George_Bonsall	25	Sde-C_004	EB	1	Sde-C_004_E1	1	C	100	100	0	1.5																						3/16/2022	2	Nichole_Leach											
Sde-CBan_026	Sde-CBan_026-Ex1	EtOH	3/2/2022	John_Schaefer	3/15/2022	Jem_Baldisimo	44.2	157	George_Bonsall	26	Sde-C_004	EB	1	Sde-C_004_E1	2	C	100	100	0	-0.7																						3/16/2022	2	Nichole_Leach											
Sde-CBan_027	Sde-CBan_027-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	Jem_Baldisimo	45-50	157	George_Bonsall	27	Sde-C_004	EB	1	Sde-C_004_E1	3	C	100	100	0	0.2																						3/16/2022	2	Nichole_Leach											
Sde-CBan_028	Sde-CBan_028-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	Jem_Baldisimo	45-50	157	George_Bonsall	28	Sde-C_004	EB	1	Sde-C_004_E1	4	C	100	100	0	0.9																						3/16/2022	2	Nichole_Leach											
Sde-CBan_029	Sde-CBan_029-Ex1	EtOH	3/2/2022	Nichole_Leach	3/15/2022	Jem_Baldisimo	45-50	157	George_Bonsall	29	Sde-C_004	EB	1	Sde-C_004_E1	5	C	100	100	0	0.3																						3/16/2022	2	Nichole_Leach											
Sde-CBan_030	Sde-CBan_030-Ex1	EtOH	3/2/2022	Hunter_Martin	3/15/2022	Jem_Baldisimo	45-50	157	George_Bonsall	30	Sde-C_004	EB	1	Sde-C_004_E1	6	C	100	100	0	2.4																						3/16/2022	2	Nichole_Leach											
Sde-CBan_031	Sde-CBan_031-Ex1	EtOH	3/2/2022	Hunter_Martin	3/15/2022	Jem_Baldisimo	45-50	157	George_Bonsall	31	Sde-C_004	EB	1	Sde-C_004_E1	7	C	100	100	0	1.1																						3/16/2022	2	Nichole_Leach											
Sde-CBan_032	Sde-CBan_032-Ex1	EtOH	3/2/2022	Hunter_Martin	3/15/2022	Jem_Baldisimo	45-50	157	George_Bonsall	32	Sde-C_004	EB	1	Sde-C_004_E1	8	C	100	100	0	2.3																						3/16/2022	2	Nichole_Leach											
Sde-CBan_033	Sde-CBan_033-Ex1	EtOH	3/2/2022	John_Schaefer	3/15/2022	Jem_Baldisimo	30.2	157	George_Bonsall	33	Sde-C_004	EB	1	Sde-C_004_E1	9	C	100	100	0	3.3																						3/16/2022	2	Nichole_Leach											
Sde-CBan_034	Sde-CBan_034-Ex1	EtOH	3/2/2022	John_Schaefer	3/15/2022	Jem_Baldisimo	45-50	157	George_Bonsall	34	Sde-C_004	EB	1	Sde-C_004_E1	10	C	100	100	0	19.8																						3/16/2022	2	Nichole_Leach											
Sde-CBan_035	Sde-CBan_035-Ex1	EtOH	3/2/2022	John_Schaefer	3/15/2022	Jem_Baldisimo	34.3	157	George_Bonsall	35	Sde-C_004	EB	1	Sde-C_004_E1	11	C	100	100	0	2.6																						3/16/2022	2	Nichole_Leach											
Sde-CBan_036	Sde-CBan_036-Ex1	EtOH	3/2/2022	John_Schaefer	3/15/2022	Jem_Baldisimo	45-50	157	George_Bonsall	36	Sde-C_004	EB	1	Sde-C_004_E1	12	C	100	100	0	3.2																						3/16/2022	2	Nichole_Leach											
Sde-CVal_001	Sde-CVal_001-Ex1	DESS	4/14/2022	John_Schaefer	4/21/2022	John_Schaefer	45-50	157	Eric_Garcia		Sde-C_005	EB	1	Sde-C_005_E1	1	A	100	100	0	1.3																																			
Sde-CVal_002	Sde-CVal_002-Ex1	DESS	4/14/2022	John_Schaefer	4/21/2022	John_Schaefer	45-50	157	Eric_Garcia		Sde-C_005	EB	1	Sde-C_005_E1	2	A	100	100	0	3.7																																			
Sde-CVal_003	Sde-CVal_003-Ex1	DESS	4/14/2022	John_Schaefer	4/21/2022	Nichole	45-50	157	Eric_Garcia		Sde-C_005	EB	1	Sde-C_005_E1	3	A	100	100	0	2.9																																			
Sde-CVal_004	Sde-CVal_004-Ex1	DESS	4/14/2022	John_Schaefer	4/21/2022	Eric	45-50	157	Eric_Garcia		Sde-C_005	EB	1	Sde-C_005_E1	4	A	100	100	0	4.8																																			
