individual_id	tissue_id	extraction_id	storage_solution	date_subsampling	subsampler	date_extracting	tube_stuffer	mg_tissue_extracted	digestion_min	extractor	extraction_tubeid	plateid	elution_buffer	num_elutions	elution1_plateid	elution1_plate_column	elution1_plate_row	elution1_total_volume_ul	elution1_vol_for_tamucc	elution1_vol_for_odu	elution1_nanodrop_ng_ul	elution2_plateid	elution2_plate_column	elution2_plate_row	elution2_total_volume_ul	elution2_vol_for_tamucc	elution2_vol_for_odu	elution2_nanodrop_ng_ul	elution3_plateid	elution3_plate_column	elution3_plate_row	elution3_total_volume_ul	elution3_vol_for_tamucc	elution3_vol_for_odu	elution3_nanodrop_ng_ul	elution4_plateid	elution4_plate_column	elution4_plate_row	elution4_total_volume_ul	elution4_vol_for_tamucc	elution4_vol_for_odu	elution4_nanodrop_ng_ul	date_gelled_odu	odu_volume_gelled_ul	odu_gel_jockey	elution1_gel_score_tamucc	elution2_gel_score_tamucc	elution3_gel_score_tamucc	elution4_gel_score_tamucc	elution_used	notes
Sob-APnd_074	Sob-APnd_074-mus	Sob-APnd_074-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	John_Schaefer	50	157	John_Schaefer	NA	Sob-A_002	EB	NA	Sob-A_002_E1	2	G	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_075	Sob-APnd_075-mus	Sob-APnd_075-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	John_Schaefer	50	157	John_Schaefer	NA	Sob-A_002	EB	NA	Sob-A_002_E1	3	G	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_076	Sob-APnd_076-mus	Sob-APnd_076-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	John_Schaefer	50	157	John_Schaefer	NA	Sob-A_002	EB	NA	Sob-A_002_E1	4	G	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_077	Sob-APnd_077-mus	Sob-APnd_077-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	John_Schaefer	50	157	John_Schaefer	NA	Sob-A_002	EB	NA	Sob-A_002_E1	6	G	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Swapped with 78 on plate
Sob-APnd_078	Sob-APnd_078-mus	Sob-APnd_078-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	John_Schaefer	50	157	John_Schaefer	NA	Sob-A_002	EB	NA	Sob-A_002_E1	5	G	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Swapped with 77 on plate
Sob-APnd_079	Sob-APnd_079-mus	Sob-APnd_079-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Sob-A_002	EB	NA	Sob-A_002_E1	7	G	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_080	Sob-APnd_080-mus	Sob-APnd_080-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	Chandy_Jablonski	37	157	Chandy_Jablonski	NA	Sob-A_002	EB	NA	Sob-A_002_E1	8	G	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_081	Sob-APnd_081-mus	Sob-APnd_081-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Sob-A_002	EB	NA	Sob-A_002_E1	9	G	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_082	Sob-APnd_082-mus	Sob-APnd_082-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Sob-A_002	EB	NA	Sob-A_002_E1	10	G	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_083	Sob-APnd_083-mus	Sob-APnd_083-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Sob-A_002	EB	NA	Sob-A_002_E1	11	G	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_084	Sob-APnd_084-mus	Sob-APnd_084-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Sob-A_002	EB	NA	Sob-A_002_E1	12	G	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_085	Sob-APnd_085-mus	Sob-APnd_085-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	John_Schaefer	50	157	John_Schaefer	NA	Sob-A_002	EB	NA	Sob-A_002_E1	1	H	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_086	Sob-APnd_086-mus	Sob-APnd_086-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	John_Schaefer	50	157	John_Schaefer	NA	Sob-A_002	EB	NA	Sob-A_002_E1	2	H	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_087	Sob-APnd_087-mus	Sob-APnd_087-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	John_Schaefer	50	157	John_Schaefer	NA	Sob-A_002	EB	NA	Sob-A_002_E1	3	H	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_088	Sob-APnd_088-mus	Sob-APnd_088-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	John_Schaefer	50	157	John_Schaefer	NA	Sob-A_002	EB	NA	Sob-A_002_E1	4	H	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_089	Sob-APnd_089-mus	Sob-APnd_089-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	John_Schaefer	50	157	John_Schaefer	NA	Sob-A_002	EB	NA	Sob-A_002_E1	6	H	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Swapped with 90 on plate
Sob-APnd_090	Sob-APnd_090-mus	Sob-APnd_090-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	John_Schaefer	50	157	John_Schaefer	NA	Sob-A_002	EB	NA	Sob-A_002_E1	5	H	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Swapped with 89 on plate
Sob-APnd_091	Sob-APnd_091-mus	Sob-APnd_091-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	Chandy_Jablonski	36	157	Chandy_Jablonski	NA	Sob-A_002	EB	NA	Sob-A_002_E1	7	H	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_092	Sob-APnd_092-mus	Sob-APnd_092-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	Chandy_Jablonski	41	157	Chandy_Jablonski	NA	Sob-A_002	EB	NA	Sob-A_002_E1	8	H	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_093	Sob-APnd_093-mus	Sob-APnd_093-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Sob-A_002	EB	NA	Sob-A_002_E1	9	H	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_094	Sob-APnd_094-mus	Sob-APnd_094-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Sob-A_002	EB	NA	Sob-A_002_E1	10	H	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_095	Sob-APnd_095-mus	Sob-APnd_095-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Sob-A_002	EB	NA	Sob-A_002_E1	11	H	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-APnd_096	Sob-APnd_096-mus	Sob-APnd_096-Ex1	EtOH	2022-08-09T00:00:00Z	John_Schaefer	2022-10-13T00:00:00Z	Chandy_Jablonski	50	157	Chandy_Jablonski	NA	Sob-A_002	EB	NA	Sob-A_002_E1	12	H	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sob-CDgt_001	Sob-CDgt_001-mus	Sob-CDgt_001-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_002	Sob-CDgt_002-mus	Sob-CDgt_002-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_003	Sob-CDgt_003-mus	Sob-CDgt_003-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_004	Sob-CDgt_004-mus	Sob-CDgt_004-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_005	Sob-CDgt_005-mus	Sob-CDgt_005-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_006	Sob-CDgt_006-mus	Sob-CDgt_006-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_007	Sob-CDgt_007-mus	Sob-CDgt_007-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_008	Sob-CDgt_008-mus	Sob-CDgt_008-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_009	Sob-CDgt_009-mus	Sob-CDgt_009-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_010	Sob-CDgt_010-mus	Sob-CDgt_010-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_011	Sob-CDgt_011-mus	Sob-CDgt_011-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_012	Sob-CDgt_012-mus	Sob-CDgt_012-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_013	Sob-CDgt_013-mus	Sob-CDgt_013-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_014	Sob-CDgt_014-mus	Sob-CDgt_014-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_015	Sob-CDgt_015-mus	Sob-CDgt_015-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_016	Sob-CDgt_016-mus	Sob-CDgt_016-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_017	Sob-CDgt_017-mus	Sob-CDgt_017-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_018	Sob-CDgt_018-mus	Sob-CDgt_018-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_019	Sob-CDgt_019-mus	Sob-CDgt_019-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_020	Sob-CDgt_020-mus	Sob-CDgt_020-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_021	Sob-CDgt_021-mus	Sob-CDgt_021-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_022	Sob-CDgt_022-mus	Sob-CDgt_022-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_023	Sob-CDgt_023-mus	Sob-CDgt_023-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_024	Sob-CDgt_024-mus	Sob-CDgt_024-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_025	Sob-CDgt_025-mus	Sob-CDgt_025-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_026	Sob-CDgt_026-mus	Sob-CDgt_026-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_027	Sob-CDgt_027-mus	Sob-CDgt_027-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_028	Sob-CDgt_028-mus	Sob-CDgt_028-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_029	Sob-CDgt_029-mus	Sob-CDgt_029-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_030	Sob-CDgt_030-mus	Sob-CDgt_030-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_031	Sob-CDgt_031-mus	Sob-CDgt_031-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_032	Sob-CDgt_032-mus	Sob-CDgt_032-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_033	Sob-CDgt_033-mus	Sob-CDgt_033-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_034	Sob-CDgt_034-mus	Sob-CDgt_034-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_035	Sob-CDgt_035-mus	Sob-CDgt_035-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
Sob-CDgt_036	Sob-CDgt_036-mus	Sob-CDgt_036-Ex1	EtOH	2019-06-26T00:00:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11.25 JDS Only subsamples no extractions performed
