gcl_sequence_id	pire_sequence_id	extraction_id
SgC0309001G	Sgr-CMas_090_Ex1-cssl	Sgr-CMas_090-Ex1
SgC0300701H	Sgr-CMas_007_Ex1-cssl	Sgr-CMas_007-Ex1
SgC0301902A	Sgr-CMas_019_Ex1-cssl	Sgr-CMas_019-Ex1
SgC0303102B	Sgr-CMas_031_Ex1-cssl	Sgr-CMas_031-Ex1
SgC0304302C	Sgr-CMas_043_Ex1-cssl	Sgr-CMas_043-Ex1
SgC0306702D	Sgr-CMas_067_Ex1-cssl	Sgr-CMas_067-Ex1
SgC0302002E	Sgr-CMas_020_Ex1-cssl	Sgr-CMas_020-Ex1
SgC0304402F	Sgr-CMas_044_Ex1-cssl	Sgr-CMas_044-Ex1
SgC0300902G	Sgr-CMas_009_Ex1-cssl	Sgr-CMas_009-Ex1
SgC0302102H	Sgr-CMas_021_Ex1-cssl	Sgr-CMas_021-Ex1
SgC0301003A	Sgr-CMas_010_Ex1-cssl	Sgr-CMas_010-Ex1
SgC0302203B	Sgr-CMas_022_Ex1-cssl	Sgr-CMas_022-Ex1
SgC0303403C	Sgr-CMas_034_Ex1-cssl	Sgr-CMas_034-Ex1
SgC0301103D	Sgr-CMas_011_Ex1-cssl	Sgr-CMas_011-Ex1
SgC0302303E	Sgr-CMas_023_Ex1-cssl	Sgr-CMas_023-Ex1
SgC0304703F	Sgr-CMas_047_Ex1-cssl	Sgr-CMas_047-Ex1
SgC0302403G	Sgr-CMas_024_Ex1-cssl	Sgr-CMas_024-Ex1
SgC0302603H	Sgr-CMas_026_Ex1-cssl	Sgr-CMas_026-Ex1
SgC0303804A	Sgr-CMas_038_Ex1-cssl	Sgr-CMas_038-Ex1
SgC0305004B	Sgr-CMas_050_Ex1-cssl	Sgr-CMas_050-Ex1
SgC0306304C	Sgr-CMas_063_Ex1-cssl	Sgr-CMas_063-Ex1
SgC0301604D	Sgr-CMas_016_Ex1-cssl	Sgr-CMas_016-Ex1
SgC0302804E	Sgr-CMas_028_Ex1-cssl	Sgr-CMas_028-Ex1
SgC0304004F	Sgr-CMas_040_Ex1-cssl	Sgr-CMas_040-Ex1
SgC0305204G	Sgr-CMas_052_Ex1-cssl	Sgr-CMas_052-Ex1
SgC0300504H	Sgr-CMas_005_Ex1-cssl	Sgr-CMas_005-Ex1
SgC0301705A	Sgr-CMas_017_Ex1-cssl	Sgr-CMas_017-Ex1
SgC0306505B	Sgr-CMas_065_Ex1-cssl	Sgr-CMas_065-Ex1
SgC0307705C	Sgr-CMas_077_Ex1-cssl	Sgr-CMas_077-Ex1
SgC0301805D	Sgr-CMas_018_Ex1-cssl	Sgr-CMas_018-Ex1
SgC0303005E	Sgr-CMas_030_Ex1-cssl	Sgr-CMas_030-Ex1
SgC0304205F	Sgr-CMas_042_Ex1-cssl	Sgr-CMas_042-Ex1
SgC0305405G	Sgr-CMas_054_Ex1-cssl	Sgr-CMas_054-Ex1
SgC0305505H	Sgr-CMas_055_Ex1-cssl	Sgr-CMas_055-Ex1
SgC0309106A	Sgr-CMas_091_Ex1-cssl	Sgr-CMas_091-Ex1
SgC0303206B	Sgr-CMas_032_Ex1-cssl	Sgr-CMas_032-Ex1
SgC0305606C	Sgr-CMas_056_Ex1-cssl	Sgr-CMas_056-Ex1
SgC0309206D	Sgr-CMas_092_Ex1-cssl	Sgr-CMas_092-Ex1
SgC0303306E	Sgr-CMas_033_Ex1-cssl	Sgr-CMas_033-Ex1
SgC0304506F	Sgr-CMas_045_Ex1-cssl	Sgr-CMas_045-Ex1
SgC0305706G	Sgr-CMas_057_Ex1-cssl	Sgr-CMas_057-Ex1
SgC0306906H	Sgr-CMas_069_Ex1-cssl	Sgr-CMas_069-Ex1
SgC0304607A	Sgr-CMas_046_Ex1-cssl	Sgr-CMas_046-Ex1
SgC0305807B	Sgr-CMas_058_Ex1-cssl	Sgr-CMas_058-Ex1
SgC0303507C	Sgr-CMas_035_Ex1-cssl	Sgr-CMas_035-Ex1
SgC0305907D	Sgr-CMas_059_Ex1-cssl	Sgr-CMas_059-Ex1
SgC0307107E	Sgr-CMas_071_Ex1-cssl	Sgr-CMas_071-Ex1
SgC0308307F	Sgr-CMas_083_Ex1-cssl	Sgr-CMas_083-Ex1
SgC0303607G	Sgr-CMas_036_Ex1-cssl	Sgr-CMas_036-Ex1
SgC0304807H	Sgr-CMas_048_Ex1-cssl	Sgr-CMas_048-Ex1
SgC0300108A	Sgr-CMas_001_Ex1-cssl	Sgr-CMas_001-Ex1
SgC0301308B	Sgr-CMas_013_Ex1-cssl	Sgr-CMas_013-Ex1
SgC0304908C	Sgr-CMas_049_Ex1-cssl	Sgr-CMas_049-Ex1
SgC0306108D	Sgr-CMas_061_Ex1-cssl	Sgr-CMas_061-Ex1
SgC0301408E	Sgr-CMas_014_Ex1-cssl	Sgr-CMas_014-Ex1
SgC0306208F	Sgr-CMas_062_Ex1-cssl	Sgr-CMas_062-Ex1
SgC0307408G	Sgr-CMas_074_Ex1-cssl	Sgr-CMas_074-Ex1
SgC0301508H	Sgr-CMas_015_Ex1-cssl	Sgr-CMas_015-Ex1
SgC0101201A	Sgr-CMvi_012-Ex1-cssl	Sgr-CMvi_012-Ex1
SgC0102301B	Sgr-CMvi_023-Ex1-cssl	Sgr-CMvi_023-Ex1
SgC0104601C	Sgr-CMvi_046-Ex1-cssl	Sgr-CMvi_046-Ex1
SgC0105801E	Sgr-CMvi_058-Ex1-cssl	Sgr-CMvi_058-Ex1
SgC0105401F	Sgr-CMvi_054-Ex1-cssl	Sgr-CMvi_054-Ex1
SgC0105501G	Sgr-CMvi_055-Ex1-cssl	Sgr-CMvi_055-Ex1
SgC0102401H	Sgr-CMvi_024-Ex1-cssl	Sgr-CMvi_024-Ex1
SgC0102802A	Sgr-CMvi_028-Ex1-cssl	Sgr-CMvi_028-Ex1
SgC0101802B	Sgr-CMvi_018-Ex1-cssl	Sgr-CMvi_018-Ex1
SgC0102002C	Sgr-CMvi_020-Ex1-cssl	Sgr-CMvi_020-Ex1
SgC0108802D	Sgr-CMvi_088-Ex1-cssl	Sgr-CMvi_088-Ex1
SgC0108302E	Sgr-CMvi_083-Ex1-cssl	Sgr-CMvi_083-Ex1
SgC0103302F	Sgr-CMvi_033-Ex1-cssl	Sgr-CMvi_033-Ex1
SgC0104202G	Sgr-CMvi_042-Ex1-cssl	Sgr-CMvi_042-Ex1
SgC0104302H	Sgr-CMvi_043-Ex1-cssl	Sgr-CMvi_043-Ex1
SgC0100503A	Sgr-CMvi_005-Ex1-cssl	Sgr-CMvi_005-Ex1
SgC0105203B	Sgr-CMvi_052-Ex1-cssl	Sgr-CMvi_052-Ex1
SgC0101703C	Sgr-CMvi_017-Ex1-cssl	Sgr-CMvi_017-Ex1
SgC0107003D	Sgr-CMvi_070-Ex1-cssl	Sgr-CMvi_070-Ex1
SgC0101903E	Sgr-CMvi_019-Ex1-cssl	Sgr-CMvi_019-Ex1
SgC0109203F	Sgr-CMvi_092-Ex1-cssl	Sgr-CMvi_092-Ex1
SgC0106003G	Sgr-CMvi_060-Ex1-cssl	Sgr-CMvi_060-Ex1
SgC0104403H	Sgr-CMvi_044-Ex1-cssl	Sgr-CMvi_044-Ex1
SgC0103204A	Sgr-CMvi_032-Ex1-cssl	Sgr-CMvi_032-Ex1
SgC0104704B	Sgr-CMvi_047-Ex1-cssl	Sgr-CMvi_047-Ex1
SgC0103604C	Sgr-CMvi_036-Ex1-cssl	Sgr-CMvi_036-Ex1
SgC0107704E	Sgr-CMvi_077-Ex1-cssl	Sgr-CMvi_077-Ex1
SgC0105304F	Sgr-CMvi_053-Ex1-cssl	Sgr-CMvi_053-Ex1
SgC0108404G	Sgr-CMvi_084-Ex1-cssl	Sgr-CMvi_084-Ex1
SgC0100104H	Sgr-CMvi_001-Ex1-cssl	Sgr-CMvi_001-Ex1
SgC0103405B	Sgr-CMvi_034-Ex1-cssl	Sgr-CMvi_034-Ex1
SgC0107105C	Sgr-CMvi_071-Ex1-cssl	Sgr-CMvi_071-Ex1
SgC0108605D	Sgr-CMvi_086-Ex1-cssl	Sgr-CMvi_086-Ex1
SgC0108505E	Sgr-CMvi_085-Ex1-cssl	Sgr-CMvi_085-Ex1
SgC0104905F	Sgr-CMvi_049-Ex1-cssl	Sgr-CMvi_049-Ex1
SgC0107405G	Sgr-CMvi_074-Ex1-cssl	Sgr-CMvi_074-Ex1
SgC0100405H	Sgr-CMvi_004-Ex1-cssl	Sgr-CMvi_004-Ex1
SgC0105106A	Sgr-CMvi_051-Ex1-cssl	Sgr-CMvi_051-Ex1
SgC0103006B	Sgr-CMvi_030-Ex1-cssl	Sgr-CMvi_030-Ex1
SgC0101006C	Sgr-CMvi_010-Ex1-cssl	Sgr-CMvi_010-Ex1
SgC0106106D	Sgr-CMvi_061-Ex1-cssl	Sgr-CMvi_061-Ex1
SgC0101306E	Sgr-CMvi_013-Ex1-cssl	Sgr-CMvi_013-Ex1
SgC0106506F	Sgr-CMvi_065-Ex1-cssl	Sgr-CMvi_065-Ex1
SgC0108706G	Sgr-CMvi_087-Ex1-cssl	Sgr-CMvi_087-Ex1
SgC0102706H	Sgr-CMvi_027-Ex1-cssl	Sgr-CMvi_027-Ex1
SgC0106407A	Sgr-CMvi_064-Ex1-cssl	Sgr-CMvi_064-Ex1
SgC0101507B	Sgr-CMvi_015-Ex1-cssl	Sgr-CMvi_015-Ex1
SgC0108907C	Sgr-CMvi_089-Ex1-cssl	Sgr-CMvi_089-Ex1
SgC0106607D	Sgr-CMvi_066-Ex1-cssl	Sgr-CMvi_066-Ex1
SgC0106707E	Sgr-CMvi_067-Ex1-cssl	Sgr-CMvi_067-Ex1
SgC0100907F	Sgr-CMvi_009-Ex1-cssl	Sgr-CMvi_009-Ex1
SgC0107607G	Sgr-CMvi_076-Ex1-cssl	Sgr-CMvi_076-Ex1
SgC0101607H	Sgr-CMvi_016-Ex1-cssl	Sgr-CMvi_016-Ex1
SgC0103808A	Sgr-CMvi_038-Ex1-cssl	Sgr-CMvi_038-Ex1
SgC0106308B	Sgr-CMvi_063-Ex1-cssl	Sgr-CMvi_063-Ex1
SgC0100308C	Sgr-CMvi_003-Ex1-cssl	Sgr-CMvi_003-Ex1
SgC0105708D	Sgr-CMvi_057-Ex1-cssl	Sgr-CMvi_057-Ex1
SgC0107208E	Sgr-CMvi_072-Ex1-cssl	Sgr-CMvi_072-Ex1
SgC0100708F	Sgr-CMvi_007-Ex1-cssl	Sgr-CMvi_007-Ex1
SgC0102508G	Sgr-CMvi_025-Ex1-cssl	Sgr-CMvi_025-Ex1
SgC0100808H	Sgr-CMvi_008-Ex1-cssl	Sgr-CMvi_008-Ex1
SgA0100101A	Sgr-AMvi_001-Ex11A-lwgs-2-1	Sgr-AMvi_001-Ex1
SgA0100202A	Sgr-AMvi_002-Ex12A-lwgs-2-1	Sgr-AMvi_002-Ex1
SgA0100303A	Sgr-AMvi_003-Ex13A-lwgs-2-1	Sgr-AMvi_003-Ex1
SgA0100404A	Sgr-AMvi_004-Ex14A-lwgs-2-1	Sgr-AMvi_004-Ex1
SgA0100505A	Sgr-AMvi_005-Ex15A-lwgs-2-1	Sgr-AMvi_005-Ex1
SgA0100606A	Sgr-AMvi_006-Ex16A-lwgs-2-1	Sgr-AMvi_006-Ex1
SgA0100707A	Sgr-AMvi_007-Ex17A-lwgs-2-1	Sgr-AMvi_007-Ex1
SgA0100909A	Sgr-AMvi_009-Ex19A-lwgs-2-1	Sgr-AMvi_009-Ex1
SgA0101111A	Sgr-AMvi_011-Ex111A-lwgs-2-1	Sgr-AMvi_011-Ex1
SgA0101212A	Sgr-AMvi_012-Ex112A-lwgs-2-1	Sgr-AMvi_012-Ex1
SgA0101301B	Sgr-AMvi_013-Ex11B-lwgs-2-1	Sgr-AMvi_013-Ex1
SgA0101402B	Sgr-AMvi_014-Ex12B-lwgs-2-1	Sgr-AMvi_014-Ex1
SgA0101503B	Sgr-AMvi_015-Ex13B-lwgs-2-1	Sgr-AMvi_015-Ex1
SgA0101806B	Sgr-AMvi_018-Ex16B-lwgs-2-1	Sgr-AMvi_018-Ex1
SgA0101907B	Sgr-AMvi_019-Ex17B-lwgs-2-1	Sgr-AMvi_019-Ex1
SgA0102008B	Sgr-AMvi_020-Ex18B-lwgs-2-1	Sgr-AMvi_020-Ex1
SgA0102210B	Sgr-AMvi_022-Ex110B-lwgs-2-1	Sgr-AMvi_022-Ex1
SgA0102311B	Sgr-AMvi_023-Ex111B-lwgs-2-1	Sgr-AMvi_023-Ex1
SgA0102501C	Sgr-AMvi_025-Ex11C-lwgs-2-1	Sgr-AMvi_025-Ex1
SgA0102703C	Sgr-AMvi_027-Ex13C-lwgs-2-1	Sgr-AMvi_027-Ex1
SgA0102905C	Sgr-AMvi_029-Ex15C-lwgs-2-1	Sgr-AMvi_029-Ex1
SgA0103006C	Sgr-AMvi_030-Ex16C-lwgs-2-1	Sgr-AMvi_030-Ex1
SgA0103107C	Sgr-AMvi_031-Ex17C-lwgs-2-1	Sgr-AMvi_031-Ex1
SgA0103208C	Sgr-AMvi_032-Ex18C-lwgs-2-1	Sgr-AMvi_032-Ex1
SgA0103309C	Sgr-AMvi_033-Ex19C-lwgs-2-1	Sgr-AMvi_033-Ex1
SgA0103410C	Sgr-AMvi_034-Ex110C-lwgs-2-1	Sgr-AMvi_034-Ex1
SgA0103511C	Sgr-AMvi_035-Ex111C-lwgs-2-1	Sgr-AMvi_035-Ex1
SgA0103612C	Sgr-AMvi_036-Ex112C-lwgs-2-1	Sgr-AMvi_036-Ex1
SgA0103701D	Sgr-AMvi_037-Ex11D-lwgs-2-1	Sgr-AMvi_037-Ex1
SgA0103802D	Sgr-AMvi_038-Ex12D-lwgs-2-1	Sgr-AMvi_038-Ex1
SgA0103903D	Sgr-AMvi_039-Ex13D-lwgs-2-1	Sgr-AMvi_039-Ex1
SgA0104004D	Sgr-AMvi_040-Ex14D-lwgs-2-1	Sgr-AMvi_040-Ex1
SgA0104105D	Sgr-AMvi_041-Ex15D-lwgs-2-1	Sgr-AMvi_041-Ex1
SgA0104206D	Sgr-AMvi_042-Ex16D-lwgs-2-1	Sgr-AMvi_042-Ex1
SgA0104307D	Sgr-AMvi_043-Ex17D-lwgs-2-1	Sgr-AMvi_043-Ex1
SgA0104408D	Sgr-AMvi_044-Ex18D-lwgs-2-1	Sgr-AMvi_044-Ex1
SgA0104509D	Sgr-AMvi_045-Ex19D-lwgs-2-1	Sgr-AMvi_045-Ex1
SgA0104610D	Sgr-AMvi_046-Ex110D-lwgs-2-1	Sgr-AMvi_046-Ex1
SgA0104711D	Sgr-AMvi_047-Ex111D-lwgs-2-1	Sgr-AMvi_047-Ex1
SgA0104812D	Sgr-AMvi_048-Ex112D-lwgs-2-1	Sgr-AMvi_048-Ex1
SgA0104901E	Sgr-AMvi_049-Ex11E-lwgs-2-1	Sgr-AMvi_049-Ex1
SgA0105002E	Sgr-AMvi_050-Ex12E-lwgs-2-1	Sgr-AMvi_050-Ex1
SgA0105103E	Sgr-AMvi_051-Ex13E-lwgs-2-1	Sgr-AMvi_051-Ex1
SgA0105204E	Sgr-AMvi_052-Ex14E-lwgs-2-1	Sgr-AMvi_052-Ex1
SgA0105305E	Sgr-AMvi_053-Ex15E-lwgs-2-1	Sgr-AMvi_053-Ex1
SgA0105406E	Sgr-AMvi_054-Ex16E-lwgs-2-1	Sgr-AMvi_054-Ex1
SgA0105507E	Sgr-AMvi_055-Ex17E-lwgs-2-1	Sgr-AMvi_055-Ex1
SgA0105608E	Sgr-AMvi_056-Ex18E-lwgs-2-1	Sgr-AMvi_056-Ex1
SgA0105709E	Sgr-AMvi_057-Ex19E-lwgs-2-1	Sgr-AMvi_057-Ex1
SgA0105810E	Sgr-AMvi_058-Ex110E-lwgs-2-1	Sgr-AMvi_058-Ex1
SgA0105911E	Sgr-AMvi_059-Ex111E-lwgs-2-1	Sgr-AMvi_059-Ex1
SgA0106012E	Sgr-AMvi_060-Ex112E-lwgs-2-1	Sgr-AMvi_060-Ex1
SgA0106101F	Sgr-AMvi_061-Ex11F-lwgs-2-1	Sgr-AMvi_061-Ex1
SgA0106202F	Sgr-AMvi_062-Ex12F-lwgs-2-1	Sgr-AMvi_062-Ex1
SgA0106303F	Sgr-AMvi_063-Ex13F-lwgs-2-1	Sgr-AMvi_063-Ex1
SgA0106404F	Sgr-AMvi_064-Ex14F-lwgs-2-1	Sgr-AMvi_064-Ex1
SgA0106505F	Sgr-AMvi_065-Ex15F-lwgs-2-1	Sgr-AMvi_065-Ex1
SgA0106606F	Sgr-AMvi_066-Ex16F-lwgs-2-1	Sgr-AMvi_066-Ex1
SgA0106707F	Sgr-AMvi_067-Ex17F-lwgs-2-1	Sgr-AMvi_067-Ex1
SgA0106808F	Sgr-AMvi_068-Ex18F-lwgs-2-1	Sgr-AMvi_068-Ex1
SgA0106909F	Sgr-AMvi_069-Ex19F-lwgs-2-1	Sgr-AMvi_069-Ex1
SgA0107010F	Sgr-AMvi_070-Ex110F-lwgs-2-1	Sgr-AMvi_070-Ex1
SgA0107111F	Sgr-AMvi_071-Ex111F-lwgs-2-1	Sgr-AMvi_071-Ex1
SgA0107212F	Sgr-AMvi_072-Ex112F-lwgs-2-1	Sgr-AMvi_072-Ex1
SgA0107301G	Sgr-AMvi_073-Ex11G-lwgs-2-1	Sgr-AMvi_073-Ex1
SgA0107402G	Sgr-AMvi_074-Ex12G-lwgs-2-1	Sgr-AMvi_074-Ex1
SgA0107503G	Sgr-AMvi_075-Ex13G-lwgs-2-1	Sgr-AMvi_075-Ex1
SgA0107604G	Sgr-AMvi_076-Ex14G-lwgs-2-1	Sgr-AMvi_076-Ex1
SgA0107705G	Sgr-AMvi_077-Ex15G-lwgs-2-1	Sgr-AMvi_077-Ex1
SgA0107806G	Sgr-AMvi_078-Ex16G-lwgs-2-1	Sgr-AMvi_078-Ex1
SgA0107907G	Sgr-AMvi_079-Ex17G-lwgs-2-1	Sgr-AMvi_079-Ex1
SgA0108008G	Sgr-AMvi_080-Ex18G-lwgs-2-1	Sgr-AMvi_080-Ex1
SgA0108109G	Sgr-AMvi_081-Ex19G-lwgs-2-1	Sgr-AMvi_081-Ex1
SgA0108210G	Sgr-AMvi_082-Ex110G-lwgs-2-1	Sgr-AMvi_082-Ex1
SgA0108311G	Sgr-AMvi_083-Ex111G-lwgs-2-1	Sgr-AMvi_083-Ex1
SgA0108412G	Sgr-AMvi_084-Ex112G-lwgs-2-1	Sgr-AMvi_084-Ex1
SgA0108501H	Sgr-AMvi_085-Ex11H-lwgs-2-1	Sgr-AMvi_085-Ex1
SgA0108602H	Sgr-AMvi_086-Ex12H-lwgs-2-1	Sgr-AMvi_086-Ex1
SgA0108703H	Sgr-AMvi_087-Ex13H-lwgs-2-1	Sgr-AMvi_087-Ex1
SgA0108804H	Sgr-AMvi_088-Ex14H-lwgs-2-1	Sgr-AMvi_088-Ex1
SgA0108905H	Sgr-AMvi_089-Ex15H-lwgs-2-1	Sgr-AMvi_089-Ex1
SgA0109006H	Sgr-AMvi_090-Ex16H-lwgs-2-1	Sgr-AMvi_090-Ex1
SgA0109107H	Sgr-AMvi_091-Ex17H-lwgs-2-1	Sgr-AMvi_091-Ex1
SgA0109208H	Sgr-AMvi_092-Ex18H-lwgs-2-1	Sgr-AMvi_092-Ex1
SgA0109309H	Sgr-AMvi_093-Ex19H-lwgs-2-1	Sgr-AMvi_093-Ex1
SgA0109410H	Sgr-AMvi_094-Ex110H-lwgs-2-1	Sgr-AMvi_094-Ex1
SgA0109511H	Sgr-AMvi_095-Ex111H-lwgs-2-1	Sgr-AMvi_095-Ex1
SgA0109612H	Sgr-AMvi_096-Ex112H-lwgs-2-1	Sgr-AMvi_096-Ex1
SgA0200101A1	Sgr-APal_001-Ex11A-lwgs-1-1	Sgr-APal_001-Ex1
SgA0200101A2	Sgr-AJol_001-Ex11A-lwgs-1-1	Sgr-AJol_001-Ex1
SgA0200201B	Sgr-APal_002-Ex11B-lwgs-2-1	Sgr-APal_002-Ex1
SgA0200301C	Sgr-APal_003-Ex11C-lwgs-1-1	Sgr-APal_003-Ex1
SgA0200401D	Sgr-APal_004-Ex11D-lwgs-1-1	Sgr-APal_004-Ex1
SgA0200501E	Sgr-APal_005-Ex11E-lwgs-1-1	Sgr-APal_005-Ex1
SgA0200601F	Sgr-APal_006-Ex11F-lwgs-1-1	Sgr-APal_006-Ex1
SgA0200701G	Sgr-APal_007-Ex11G-lwgs-1-1	Sgr-APal_007-Ex1
SgA0200801H	Sgr-APal_008-Ex11H-lwgs-1-1	Sgr-APal_008-Ex1
SgA0200902A	Sgr-APal_009-Ex12A-lwgs-1-1	Sgr-APal_009-Ex1
SgA0201002B	Sgr-APal_010-Ex12B-lwgs-1-1	Sgr-APal_010-Ex1
SgA0201102C	Sgr-APal_011-Ex12C-lwgs-2-1	Sgr-APal_011-Ex1
SgA0201111A	Sgr-AJol_011-Ex111A-lwgs-1-1	Sgr-AJol_011-Ex1
SgA0201202D	Sgr-APal_012-Ex12D-lwgs-1-1	Sgr-APal_012-Ex1
SgA0201212A	Sgr-AJol_012-Ex112A-lwgs-1-1	Sgr-AJol_012-Ex1
SgA0201301B	Sgr-AJol_013-Ex11B-lwgs-1-1	Sgr-AJol_013-Ex1
SgA0201302E	Sgr-APal_013-Ex12E-lwgs-1-1	Sgr-APal_013-Ex1
SgA0201402B	Sgr-AJol_014-Ex12B-lwgs-1-1	Sgr-AJol_014-Ex1
SgA0201402F	Sgr-APal_014-Ex12F-lwgs-1-1	Sgr-APal_014-Ex1
SgA0201502G	Sgr-APal_015-Ex12G-lwgs-2-1	Sgr-APal_015-Ex1
SgA0201503B	Sgr-AJol_015-Ex13B-lwgs-1-1	Sgr-AJol_015-Ex1
SgA0201602H	Sgr-APal_016-Ex12H-lwgs-1-1	Sgr-APal_016-Ex1
SgA0201604B	Sgr-AJol_016-Ex14B-lwgs-1-1	Sgr-AJol_016-Ex1
SgA0201703A	Sgr-APal_017-Ex13A-lwgs-1-1	Sgr-APal_017-Ex1
SgA0201705B	Sgr-AJol_017-Ex15B-lwgs-1-1	Sgr-AJol_017-Ex1
SgA0201803B	Sgr-APal_018-Ex13B-lwgs-1-1	Sgr-APal_018-Ex1
SgA0201806B	Sgr-AJol_018-Ex16B-lwgs-1-1	Sgr-AJol_018-Ex1
SgA0201903C	Sgr-APal_019-Ex13C-lwgs-2-1	Sgr-APal_019-Ex1
SgA0202003D	Sgr-APal_020-Ex13D-lwgs-1-1	Sgr-APal_020-Ex1
SgA0202103E	Sgr-APal_021-Ex13E-lwgs-2-1	Sgr-APal_021-Ex1
SgA0202109B	Sgr-AJol_021-Ex19B-lwgs-1-1	Sgr-AJol_021-Ex1
SgA0202203F	Sgr-APal_022-Ex13F-lwgs-1-1	Sgr-APal_022-Ex1
SgA0202210B	Sgr-AJol_022-Ex110B-lwgs-1-1	Sgr-AJol_022-Ex1
SgA0202303G	Sgr-APal_023-Ex13G-lwgs-1-1	Sgr-APal_023-Ex1
SgA0202311B	Sgr-AJol_023-Ex111B-lwgs-1-1	Sgr-AJol_023-Ex1
SgA0202403H	Sgr-APal_024-Ex13H-lwgs-1-1	Sgr-APal_024-Ex1
SgA0202412B	Sgr-AJol_024-Ex112B-lwgs-1-1	Sgr-AJol_024-Ex1
SgA0202501C	Sgr-AJol_025-Ex11C-lwgs-1-1	Sgr-AJol_025-Ex1
SgA0202504A	Sgr-APal_025-Ex14A-lwgs-2-1	Sgr-APal_025-Ex1
SgA0202602C	Sgr-AJol_026-Ex12C-lwgs-1-1	Sgr-AJol_026-Ex1
SgA0202604B	Sgr-APal_026-Ex14B-lwgs-2-1	Sgr-APal_026-Ex1
SgA0202703C	Sgr-AJol_027-Ex13C-lwgs-1-1	Sgr-AJol_027-Ex1
SgA0202704C	Sgr-APal_027-Ex14C-lwgs-2-1	Sgr-APal_027-Ex1
SgA0202804C	Sgr-AJol_028-Ex14C-lwgs-1-1	Sgr-AJol_028-Ex1
SgA0202804D	Sgr-APal_028-Ex14D-lwgs-1-1	Sgr-APal_028-Ex1
SgA0202904E	Sgr-APal_029-Ex14E-lwgs-2-1	Sgr-APal_029-Ex1
SgA0202905C	Sgr-AJol_029-Ex15C-lwgs-1-1	Sgr-AJol_029-Ex1
SgA0203004F	Sgr-APal_030-Ex14F-lwgs-1-1	Sgr-APal_030-Ex1
SgA0203006C	Sgr-AJol_030-Ex16C-lwgs-1-1	Sgr-AJol_030-Ex1
SgA0203104G	Sgr-APal_031-Ex14G-lwgs-2-1	Sgr-APal_031-Ex1
SgA0203107C	Sgr-AJol_031-Ex17C-lwgs-1-1	Sgr-AJol_031-Ex1
SgA0203204H	Sgr-APal_032-Ex14H-lwgs-2-1	Sgr-APal_032-Ex1
SgA0203208C	Sgr-AJol_032-Ex18C-lwgs-1-1	Sgr-AJol_032-Ex1
SgA0203305A	Sgr-APal_033-Ex15A-lwgs-1-1	Sgr-APal_033-Ex1
SgA0203405B	Sgr-APal_034-Ex15B-lwgs-1-1	Sgr-APal_034-Ex1
SgA0203410C	Sgr-AJol_034-Ex110C-lwgs-1-1	Sgr-AJol_034-Ex1
SgA0203505C	Sgr-APal_035-Ex15C-lwgs-1-1	Sgr-APal_035-Ex1
SgA0203511C	Sgr-AJol_035-Ex111C-lwgs-1-1	Sgr-AJol_035-Ex1
SgA0203605D	Sgr-APal_036-Ex15D-lwgs-1-1	Sgr-APal_036-Ex1
SgA0203701D	Sgr-AJol_037-Ex11D-lwgs-1-1	Sgr-AJol_037-Ex1
SgA0203705E	Sgr-APal_037-Ex15E-lwgs-1-1	Sgr-APal_037-Ex1
SgA0203802D	Sgr-AJol_038-Ex12D-lwgs-1-1	Sgr-AJol_038-Ex1
SgA0203805F	Sgr-APal_038-Ex15F-lwgs-1-1	Sgr-APal_038-Ex1
SgA0203903D	Sgr-AJol_039-Ex13D-lwgs-1-1	Sgr-AJol_039-Ex1
SgA0203905G	Sgr-APal_039-Ex15G-lwgs-1-1	Sgr-APal_039-Ex1
SgA0204005H	Sgr-APal_040-Ex15H-lwgs-1-1	Sgr-APal_040-Ex1
SgA0204105D	Sgr-AJol_041-Ex15D-lwgs-1-1	Sgr-AJol_041-Ex1
SgA0204106A	Sgr-APal_041-Ex16A-lwgs-1-1	Sgr-APal_041-Ex1
SgA0204206B	Sgr-APal_042-Ex16B-lwgs-1-1	Sgr-APal_042-Ex1
SgA0204206D	Sgr-AJol_042-Ex16D-lwgs-1-1	Sgr-AJol_042-Ex1
SgA0204306C	Sgr-APal_043-Ex16C-lwgs-1-1	Sgr-APal_043-Ex1
SgA0204307D	Sgr-AJol_043-Ex17D-lwgs-1-1	Sgr-AJol_043-Ex1
SgA0204406D	Sgr-APal_044-Ex16D-lwgs-1-1	Sgr-APal_044-Ex1
SgA0204408D	Sgr-AJol_044-Ex18D-lwgs-1-1	Sgr-AJol_044-Ex1
SgA0204506E	Sgr-APal_045-Ex16E-lwgs-1-1	Sgr-APal_045-Ex1
SgA0204509D	Sgr-AJol_045-Ex19D-lwgs-1-1	Sgr-AJol_045-Ex1
SgA0204606F	Sgr-APal_046-Ex16F-lwgs-1-1	Sgr-APal_046-Ex1
SgA0204610D	Sgr-AJol_046-Ex110D-lwgs-1-1	Sgr-AJol_046-Ex1
SgA0204706G	Sgr-APal_047-Ex16G-lwgs-1-1	Sgr-APal_047-Ex1
SgA0204711D	Sgr-AJol_047-Ex111D-lwgs-1-1	Sgr-AJol_047-Ex1
SgA0204812D	Sgr-AJol_048-Ex112D-lwgs-1-1	Sgr-AJol_048-Ex1
SgA0204901E	Sgr-AJol_049-Ex11E-lwgs-1-1	Sgr-AJol_049-Ex1
